,Ensembl,Symbol,s28mo_AR_M-s22mo_AR_M_logFC,s28mo_AR_M-s22mo_AR_M_logCPM,s28mo_AR_M-s22mo_AR_M_LR,s28mo_AR_M-s22mo_AR_M_PValue,s28mo_AR_M-s22mo_AR_M_FDR,s28mo_AR_M-s22mo_AR_M_Status,Description
9463,ENSMUSG00000043415,Otud1, 0.8727768152, 4.81886935, 22.3911485758341,0.00000222396611250847144964022,0.0005135209494624399335569,UP,OTU domain containing 1
1778,ENSMUSG00000020108,Ddit4, 2.2886919200, 6.20918689, 22.0372429868591,0.00000267411042359960547196303,0.0005981650753789367110785,UP,DNA-damage-inducible transcript 4
2621,ENSMUSG00000022018,Rgcc, 0.5955486676, 5.38907629, 22.0605419628731,0.00000264184777357756702127864,0.0005981650753789367110785,UP,regulator of cell cycle
22,ENSMUSG00000000184,Ccnd2,-0.8738323326, 2.81393376, 21.9384404537837,0.00000281537593037769189328922,0.0006090331624663230906946,DOWN,cyclin D2
1505,ENSMUSG00000018593,Sparc,-0.6959553523, 7.23960608, 21.9644630059922,0.00000277745888271754936117795,0.0006090331624663230906946,DOWN,secreted acidic cysteine rich glycoprotein
11502,ENSMUSG00000061825,Ces2c, 2.7221090315, 0.26204012, 21.9147658305736,0.00000285032284753029093224809,0.0006090331624663230906946,UP,carboxylesterase 2C
11437,ENSMUSG00000061100,Retnla,-0.8814641917, 2.60522652, 21.7939884543426,0.00000303549734847747343038796,0.0006390614711882868599277,DOWN,resistin like alpha
8015,ENSMUSG00000037613,Tnfrsf23, 0.9801936153, 2.33591492, 21.7529121553800,0.00000310118768207780468815975,0.0006434290269076210376162,UP,tumor necrosis factor receptor superfamily, member 23
2763,ENSMUSG00000022358,Fbxo32, 0.6533855008, 9.59636662, 21.1446190393165,0.00000425895415568801186979864,0.0008710169670404225216939,UP,F-box protein 32
4127,ENSMUSG00000026211,Obsl1, 0.4899296689, 5.91568729, 21.0724166814092,0.00000442248592636209429234664,0.0008917226552366161159216,UP,obscurin-like 1
6472,ENSMUSG00000031906,Smpd3,-1.3121953954, 0.90458583, 20.9362965502645,0.00000474812162951377197896326,0.0009440848506683216815813,DOWN,sphingomyelin phosphodiesterase 3, neutral
10660,ENSMUSG00000053093,Myh7, 0.8218802258, 9.38576717, 20.4086738671429,0.00000625456656878779322991787,0.0012265804794351514196704,UP,myosin, heavy polypeptide 7, cardiac muscle, beta
3703,ENSMUSG00000025153,Fasn,-0.9693658179, 5.07867354, 20.3004382812358,0.00000661854212243142981921202,0.0012804195814152478493514,DOWN,fatty acid synthase
3630,ENSMUSG00000024972,Lgals12,-1.0490633207, 1.45898522, 20.1839707854506,0.00000703398843582268031682887,0.0013426477126298331631754,DOWN,lectin, galactose binding, soluble 12
1739,ENSMUSG00000020032,Nuak1, 0.4826656528, 5.42488420, 20.1495481724186,0.00000716171628319372857019018,0.0013490411882921239054151,UP,NUAK family, SNF1-like kinase, 1
5300,ENSMUSG00000028967,Errfi1, 0.5211425940, 5.37189659, 19.9034767048433,0.00000814520647456430429891178,0.0015143737128553583573543,UP,ERBB receptor feedback inhibitor 1
7251,ENSMUSG00000034457,Eda2r, 0.7980839051, 5.99742227, 19.6709696493813,0.00000919882640441935879507124,0.0016883384462265070818238,UP,ectodysplasin A2 receptor
6164,ENSMUSG00000031209,Heph,-1.3613473820, 0.89063812, 19.6298207866085,0.00000939907139119131808022677,0.0017032545067885431714499,DOWN,hephaestin
6433,ENSMUSG00000031824,6430548M08Rik, 0.5348538151, 5.11099103, 19.2336705117762,0.00001156554079029611467751247,0.0020696535244234897342464,UP,RIKEN cDNA 6430548M08 gene
12479,ENSMUSG00000076617,Ighm,-0.8274047861, 6.51160593, 19.0933641328360,0.00001244769402612137938442857,0.0022000146626907860630817,DOWN,immunoglobulin heavy constant mu
13260,ENSMUSG00000094686,Ccl21a,-0.7726369337, 2.80473666, 18.9747500000294,0.00001324598037940795475990267,0.0023125543306293204481872,DOWN,chemokine (C-C motif) ligand 21A (serine)
9429,ENSMUSG00000043099,Hic1,-0.7376539495, 3.21524919, 18.8691469400849,0.00001399987551525425282861800,0.0024147255165828901239677,DOWN,hypermethylated in cancer 1
11434,ENSMUSG00000061068,Mcpt4,-1.1183182158, 2.64551857, 18.8457615486547,0.00001417256733856215072302285,0.0024154104049863779797580,DOWN,mast cell protease 4
11653,ENSMUSG00000063415,Cyp26b1, 0.9513985765, 3.19856255, 18.6750313062306,0.00001549989526704764847774530,0.0026105470663888722185342,UP,cytochrome P450, family 26, subfamily b, polypeptide 1
4116,ENSMUSG00000026193,Fn1,-0.5055959801, 5.36419011, 18.4865965081414,0.00001711033929783487467267758,0.0027711946295998803047045,DOWN,fibronectin 1
4616,ENSMUSG00000027397,Slc20a1, 0.5164265911, 4.79722399, 18.5140200143039,0.00001686590819506833261983217,0.0027711946295998803047045,UP,solute carrier family 20, member 1
6605,ENSMUSG00000032231,Anxa2,-0.5407000612, 4.88714274, 18.4735336548566,0.00001722801914182658041571443,0.0027711946295998803047045,DOWN,annexin A2
9761,ENSMUSG00000045817,Zfp36l2,-0.5723253405, 4.14456262, 18.4912311537629,0.00001706878132250730302791816,0.0027711946295998803047045,DOWN,zinc finger protein 36, C3H type-like 2
3936,ENSMUSG00000025780,Itih5,-0.8020134726, 4.94050420, 18.2769154927099,0.00001910078512642890760653280,0.0030049103282412774340582,DOWN,inter-alpha (globulin) inhibitor H5
5254,ENSMUSG00000028883,Sema3a,-1.1480382020, 1.31696372, 18.2943004710444,0.00001892726025795075654365417,0.0030049103282412774340582,DOWN,sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A
12212,ENSMUSG00000072941,Sod3,-0.7271959954, 4.17072668, 18.0990620357525,0.00002097047071692567093569200,0.0032631875954729117235431,DOWN,superoxide dismutase 3, extracellular
1716,ENSMUSG00000019978,Epb41l2,-0.5408502616, 4.67264997, 17.9401350972560,0.00002279628630193976688645199,0.0035091573623502120629625,DOWN,erythrocyte membrane protein band 4.1 like 2
5005,ENSMUSG00000028339,Col15a1,-0.8677905902, 4.31770524, 17.9069293991514,0.00002319749551351105686103349,0.0035329292103343009484595,DOWN,collagen, type XV, alpha 1
9703,ENSMUSG00000045287,Rtn4rl1,-1.1348843721, 1.15096476, 17.6954235836492,0.00002592495727757907226910562,0.0039067546145876005589392,DOWN,reticulon 4 receptor-like 1
5899,ENSMUSG00000030513,Pcsk6,-0.5972599965, 4.52571040, 17.6585821259565,0.00002643199124054593468317875,0.0039416706937464122961767,DOWN,proprotein convertase subtilisin/kexin type 6
2052,ENSMUSG00000020676,Ccl11,-0.6977974801, 3.59373176, 17.6174765673979,0.00002700948163540552708237683,0.0039683388093959886741557,DOWN,chemokine (C-C motif) ligand 11
3033,ENSMUSG00000022952,Runx1, 1.0527272028, 1.86518556, 17.6020030938008,0.00002723013787502614942723569,0.0039683388093959886741557,UP,runt related transcription factor 1
11697,ENSMUSG00000063873,Slc24a3,-1.0372138071, 1.26318041, 17.5872360043417,0.00002744241003982976674375333,0.0039683388093959886741557,DOWN,solute carrier family 24 (sodium/potassium/calcium exchanger), member 3
10507,ENSMUSG00000051726,Kcnf1, 1.3061289229, 3.58047424, 17.4874728338471,0.00002892070379103428177589019,0.0041402879547244673258399,UP,potassium voltage-gated channel, subfamily F, member 1
8840,ENSMUSG00000040471,Ggt6, 1.4496195390, 0.21030684, 17.3962551063317,0.00003034232062428183948317797,0.0043007986342298888671198,UP,gamma-glutamyltransferase 6
3190,ENSMUSG00000023945,Slc5a7,-2.4301818255,-0.60060519, 17.2082681630937,0.00003349752776665023502660964,0.0046771928319560293965673,DOWN,solute carrier family 5 (choline transporter), member 7
13341,ENSMUSG00000097042,Gm17491, 0.9611376702, 1.35653716, 17.1995717897142,0.00003365121973256992844811958,0.0046771928319560293965673,UP,predicted gene, 17491
10762,ENSMUSG00000054034,Tceal5, 0.4553700956, 4.37463179, 17.1806137392464,0.00003398872864600642674419786,0.0046786792240021924868532,UP,transcription elongation factor A (SII)-like 5
6177,ENSMUSG00000031246,Sh3bgrl,-0.5940942479, 3.58123383, 17.0905563256419,0.00003563907995765687138686045,0.0048132931006963745879101,DOWN,SH3-binding domain glutamic acid-rich protein like
10883,ENSMUSG00000055254,Ntrk2,-0.7723052622, 3.28837185, 17.1034914696603,0.00003539717188557922914957099,0.0048132931006963745879101,DOWN,neurotrophic tyrosine kinase, receptor, type 2
1095,ENSMUSG00000013539,Tango2, 0.4848665145, 5.31411690, 16.9187914291270,0.00003901345111853091179995520,0.0052197809926438180905262,UP,transport and golgi organization 2
11254,ENSMUSG00000059201,Lep,-1.3999301919, 4.59294174, 16.8474409889802,0.00004050791118594224024486092,0.0053695486716476767408146,DOWN,leptin
6556,ENSMUSG00000032085,Tagln,-0.4491088590, 4.66640947, 16.8277495798834,0.00004093039633579901491683764,0.0053757757242504471129063,DOWN,transgelin
1071,ENSMUSG00000012428,Steap4,-0.5581685622, 4.67103064, 16.7899461416227,0.00004175393645373502314512709,0.0053851293177627976294097,DOWN,STEAP family member 4
5660,ENSMUSG00000029761,Cald1,-0.4479109030, 4.78002571, 16.8048934424342,0.00004142633989471946573705449,0.0053851293177627976294097,DOWN,caldesmon 1
12945,ENSMUSG00000086801,Gm15943, 0.5573169332, 6.19485974, 16.6399292323372,0.00004518959802548030925319761,0.0057761989761855011063507,UP,predicted gene 15943
13550,ENSMUSG00000099906,Lincmd1, 1.8746297968, 1.89064299, 16.6126193478290,0.00004584496821961814500608762,0.0058081111949739236410828,UP,long intergenic non-protein coding RNA of muscle differentiation 1
7645,ENSMUSG00000036144,Meox2,-0.6369259170, 2.91084870, 16.3870159942764,0.00005163774549062788172398841,0.0064846137231914808413125,DOWN,mesenchyme homeobox 2
4399,ENSMUSG00000026858,Miga2, 0.6125184348, 4.54632551, 16.3488353923058,0.00005268852981367270517376600,0.0065590347201090297424297,UP,mitoguardin 2
3497,ENSMUSG00000024664,Fads3,-0.7480825221, 3.44388817, 16.1976773436412,0.00005706403922300974255804248,0.0069231253009881983662144,DOWN,fatty acid desaturase 3
6222,ENSMUSG00000031373,Car5b,-1.1363776615, 0.92425830, 16.2205476272354,0.00005637927568301455362367175,0.0069231253009881983662144,DOWN,carbonic anhydrase 5b, mitochondrial
9218,ENSMUSG00000042116,Vwa1,-0.4408668740, 4.85503218, 16.2031736689259,0.00005689871300287258700130455,0.0069231253009881983662144,DOWN,von Willebrand factor A domain containing 1
6187,ENSMUSG00000031283,Chrdl1,-1.1062496588, 1.97662067, 16.1676999067388,0.00005797428286204338310216855,0.0069744523819580926671247,DOWN,chordin-like 1
1626,ENSMUSG00000019718,L3hypdh,-1.4237614844, 0.08652669, 16.1464858924431,0.00005862724120955823358097153,0.0069942298763002973271963,DOWN,L-3-hydroxyproline dehydratase (trans-)
3057,ENSMUSG00000023004,Tuba1b,-0.5380345487, 5.23411560, 16.1295277195363,0.00005915452206418903534357323,0.0069988110567845472978488,DOWN,tubulin, alpha 1B
2762,ENSMUSG00000022357,Klhl38, 0.5386263815, 6.75880845, 16.0604650273014,0.00006135161577630353954126291,0.0070856627885062962307616,UP,kelch-like 38
2768,ENSMUSG00000022364,Tbc1d31, 0.9155283520, 1.88024138, 16.0597915207473,0.00006137344130866029311231064,0.0070856627885062962307616,UP,TBC1 domain family, member 31
5893,ENSMUSG00000030495,Slc7a10,-1.0227087838, 1.59557965, 16.0796520569234,0.00006073311236379582865249627,0.0070856627885062962307616,DOWN,solute carrier family 7 (cationic amino acid transporter, y+ system), member 10
7731,ENSMUSG00000036528,Ppfibp2, 0.4569726937, 4.29319740, 16.0420174116393,0.00006195225681463760914087502,0.0070952680684668164787232,UP,PTPRF interacting protein, binding protein 2 (liprin beta 2)
3731,ENSMUSG00000025203,Scd2,-0.6048688478, 4.06293412, 16.0064409750322,0.00006312735265177026044991493,0.0071724696870058973763307,DOWN,stearoyl-Coenzyme A desaturase 2
12045,ENSMUSG00000070436,Serpinh1,-0.4771737596, 4.91057481, 15.9879550607844,0.00006374677002820555563912530,0.0071858170056991396701385,DOWN,serine (or cysteine) peptidase inhibitor, clade H, member 1
8383,ENSMUSG00000038776,Ephx1,-0.4711260594, 4.40139452, 15.8647937628227,0.00006803260701497867545938653,0.0076090218908315210635807,DOWN,epoxide hydrolase 1, microsomal
8315,ENSMUSG00000038550,Ciart,-1.0446107997, 2.76002729, 15.7707950851379,0.00007149769234607680117379869,0.0079345811133832207934224,DOWN,circadian associated repressor of transcription
4828,ENSMUSG00000027940,Tpm3, 0.6648067061, 7.86227108, 15.7429661905011,0.00007255721862748805146663134,0.0079902241682393761873504,UP,tropomyosin 3, gamma
102,ENSMUSG00000000838,Fmr1,-0.6115490853, 3.83999316, 15.6786723469480,0.00007506586987200395040282369,0.0082033816266229662300669,DOWN,FMRP translational regulator 1
1166,ENSMUSG00000014776,Nol3, 0.3994535010, 6.40717849, 15.4713666097957,0.00008376460979327295759341854,0.0090709778288571175225430,UP,nucleolar protein 3 (apoptosis repressor with CARD domain)
6015,ENSMUSG00000030772,Dkk3,-0.5818303994, 6.36314642, 15.4479630976336,0.00008480829691767872210300672,0.0090709778288571175225430,DOWN,dickkopf WNT signaling pathway inhibitor 3
8213,ENSMUSG00000038259,Gdf5, 2.0061933723,-0.01837360, 15.4457921475766,0.00008490577179846701570339884,0.0090709778288571175225430,UP,growth differentiation factor 5
7382,ENSMUSG00000034947,Tmem106a,-0.9545787759, 1.32530611, 15.3622907102784,0.00008874176314258227246754146,0.0093413755966853511542025,DOWN,transmembrane protein 106A
12984,ENSMUSG00000087231,E230016M11Rik, 1.3280237868, 0.45956781, 15.3643312763980,0.00008864597367620223535185364,0.0093413755966853511542025,UP,RIKEN cDNA E230016M11 gene
12472,ENSMUSG00000076431,Sox4, 1.2011121278, 2.16092515, 15.2820378918809,0.00009259280207773785585038256,0.0096756098871890149071273,UP,SRY (sex determining region Y)-box 4
3235,ENSMUSG00000024052,Lpin2, 0.6655658587, 2.78816935, 15.2606001731996,0.00009364968758555312087002442,0.0097151371556143360785907,UP,lipin 2
6978,ENSMUSG00000033327,Tnxb,-0.5132339260, 6.22430503, 15.1953543417044,0.00009694161701206086164100267,0.0099842891305371456872608,DOWN,tenascin XB
5766,ENSMUSG00000030108,Slc6a13,-1.2475975284, 0.49755512, 15.0858688859880,0.00010272943477042439984567995,0.0105048184869528261203842,DOWN,solute carrier family 6 (neurotransmitter transporter, GABA), member 13
1656,ENSMUSG00000019817,Plagl1,-1.1608030692, 0.75361280, 15.0672977214481,0.00010374512449360657583962569,0.0105334411507125667167850,DOWN,pleiomorphic adenoma gene-like 1
10822,ENSMUSG00000054641,Mmrn1,-1.0141888615, 1.24910931, 15.0104196083035,0.00010691920484956196613340190,0.0107792629339882334998935,DOWN,multimerin 1
8055,ENSMUSG00000037762,Slc16a9, 0.6222335353, 3.25433446, 14.9821260086120,0.00010853434975614589461101467,0.0108655786790838072841670,UP,solute carrier family 16 (monocarboxylic acid transporters), member 9
6702,ENSMUSG00000032411,Tfdp2, 0.4927724630, 5.53566575, 14.9401014795995,0.00011097876819880252347895466,0.0110331392050976185431610,UP,transcription factor Dp 2
4782,ENSMUSG00000027820,Mme,-0.7838511519, 2.47297100, 14.8108075558921,0.00011885241570456311856109760,0.0117344219532863822119673,DOWN,membrane metallo endopeptidase
622,ENSMUSG00000004939,Nmrk2,-0.7003048798, 5.39707416, 14.6838654514360,0.00012712991819206108856307735,0.0124656980057366202629954,DOWN,nicotinamide riboside kinase 2
12284,ENSMUSG00000073730,Ppp1r14bl, 0.7203925389, 2.55042103, 14.5940275970365,0.00013333646002494447353400875,0.0129853385150823473492832,UP,protein phosphatase 1, regulatory inhibitor subunit 14B like
12168,ENSMUSG00000071847,Apcdd1,-0.6876496687, 2.58920778, 14.5650946947305,0.00013539957163695757287255605,0.0130971639699640849535678,DOWN,adenomatosis polyposis coli down-regulated 1
5792,ENSMUSG00000030208,Emp1,-0.6460749464, 5.24258743, 14.5449137775683,0.00013685760649577387152754648,0.0131493523127080465251471,DOWN,epithelial membrane protein 1
4331,ENSMUSG00000026728,Vim,-0.4299948819, 6.77080745, 14.5207464367374,0.00013862446966113266375204838,0.0132170174194366860792593,DOWN,vimentin
5125,ENSMUSG00000028600,Podn,-0.6108654147, 3.40442353, 14.4893584410261,0.00014095356366280545356607645,0.0132170174194366860792593,DOWN,podocan
