,Ensembl,Symbol,s28mo_AR_F-s06mo_AR_F_logFC,s28mo_AR_F-s06mo_AR_F_logCPM,s28mo_AR_F-s06mo_AR_F_LR,s28mo_AR_F-s06mo_AR_F_PValue,s28mo_AR_F-s06mo_AR_F_FDR,s28mo_AR_F-s06mo_AR_F_Status,Description
12401,ENSMUSG00000076609,Igkc,5.6627780562,2.474077392,65.46290102319134,5.9e-16,4.4245e-13,UP,immunoglobulin kappa constant
11857,ENSMUSG00000068614,Actc1,-2.3448354919,7.179147793,64.59343832002475,9.2e-16,6.5345e-13,DOWN,"actin, alpha, cardiac muscle 1"
6738,ENSMUSG00000032554,Trf,1.3142896352,5.08761103,61.28315718481741,4.94e-15,3.3414e-12,UP,transferrin
9323,ENSMUSG00000042734,Ttc9,1.2955373687,3.494584642,60.88734270174142,6.04e-15,3.89978e-12,UP,tetratricopeptide repeat domain 9
8173,ENSMUSG00000038259,Gdf5,4.7501199468,0.875171597,60.19226138459115,8.6e-15,5.18695e-12,UP,growth differentiation factor 5
10367,ENSMUSG00000051067,Lingo3,-1.113798041,3.298975748,60.1546030289315,8.76e-15,5.18695e-12,DOWN,leucine rich repeat and Ig domain containing 3
744,ENSMUSG00000006221,Hspb7,1.3463466064,8.877844422,58.93431935589035,1.63e-14,9.25714e-12,UP,"heat shock protein family, member 7 (cardiovascular)"
5795,ENSMUSG00000030278,Cidec,1.7511440807,4.866602976,58.61128133825672,1.921e-14,1.04893e-11,UP,cell death-inducing DFFA-like effector c
4793,ENSMUSG00000027894,Slc6a17,2.4672396886,1.936238355,57.32499276321916,3.694e-14,1.942384e-11,UP,"solute carrier family 6 (neurotransmitter transporter), member 17"
2153,ENSMUSG00000020900,Myh10,1.2980873889,5.009211582,57.01076025062027,4.334e-14,2.197509e-11,UP,"myosin, heavy polypeptide 10, non-muscle"
1580,ENSMUSG00000019326,Aoc3,1.3276121929,4.062785945,56.28049338351351,6.283e-14,3.075917e-11,UP,"amine oxidase, copper containing 3"
5886,ENSMUSG00000030546,Plin1,1.6251054384,4.271391253,54.91259758392655,1.2601e-13,5.962827e-11,UP,perilipin 1
3139,ENSMUSG00000023800,Tiam2,1.1958268548,3.059649845,54.77178908208789,1.3537e-13,6.005353e-11,UP,T cell lymphoma invasion and metastasis 2
3457,ENSMUSG00000024610,Cd74,1.0296361932,4.939514394,54.80773747277283,1.3291e-13,6.005353e-11,UP,"CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated"
1944,ENSMUSG00000020473,Aebp1,-1.083318074,7.641050713,54.63819604730372,1.4489e-13,6.232989e-11,DOWN,AE binding protein 1
614,ENSMUSG00000004939,Nmrk2,1.3959574099,3.918287174,53.81008811414256,2.2083e-13,8.957104e-11,UP,nicotinamide riboside kinase 2
2993,ENSMUSG00000022878,Adipoq,1.5392416202,4.321995165,53.82171774988781,2.1953e-13,8.957104e-11,UP,"adiponectin, C1Q and collagen domain containing"
13102,ENSMUSG00000091971,Hspa1a,1.5474096628,3.786425667,53.38239317061573,2.7454e-13,1.0826284e-10,UP,heat shock protein 1A
7474,ENSMUSG00000035513,Ntng2,1.2063713192,3.404142622,53.04122170166487,3.2662e-13,1.2531669e-10,UP,netrin G2
3076,ENSMUSG00000023067,Cdkn1a,1.4203027249,5.430673664,52.82301698567869,3.6499e-13,1.3635584e-10,UP,cyclin-dependent kinase inhibitor 1A (P21)
13461,ENSMUSG00000099906,Lincmd1,4.1227903187,1.947612494,51.60203015928482,6.7971e-13,2.4741539e-10,UP,long intergenic non-protein coding RNA of muscle differentiation 1
12505,ENSMUSG00000078972,Gm15557,6.1734453504,-0.078950234,51.26852671584979,8.0556e-13,2.7892325e-10,UP,predicted gene 15557
13222,ENSMUSG00000096606,Tpbgl,-0.7531579609,6.12816335,51.30298420965151,7.9155e-13,2.7892325e-10,DOWN,trophoblast glycoprotein-like
3625,ENSMUSG00000025006,Sorbs1,0.9667485971,6.19128045,50.71585125472432,1.06753e-12,3.6082816e-10,UP,sorbin and SH3 domain containing 1
7853,ENSMUSG00000037139,Myom3,1.5543721381,6.49488935,50.06782488151495,1.48522e-12,4.9033138e-10,UP,"myomesin family, member 3"
10526,ENSMUSG00000052459,Atp6v1a,0.9488600205,4.948225849,49.95010127341643,1.57705e-12,5.0881669e-10,UP,"ATPase, H+ transporting, lysosomal V1 subunit A"
10460,ENSMUSG00000051855,Mest,1.7708387622,2.877059127,48.52163747779193,3.26664e-12,1.03051825e-9,UP,mesoderm specific transcript
12415,ENSMUSG00000078234,Klhdc7a,1.8271004677,1.77175001,48.27626059882792,3.70207e-12,1.14249103e-9,UP,kelch domain containing 7A
9345,ENSMUSG00000042834,Nrep,-1.1867678396,4.598391952,48.16161840864356,3.92496e-12,1.18550613e-9,DOWN,neuronal regeneration related protein
9473,ENSMUSG00000044006,Cilp2,-1.7012188603,2.787810079,48.04307973625603,4.16956e-12,1.23314927e-9,DOWN,cartilage intermediate layer protein 2
7003,ENSMUSG00000033576,Apol6,0.9762422003,5.246831845,47.35459482879325,5.9239e-12,1.7162412e-9,UP,apolipoprotein L 6
9837,ENSMUSG00000046828,Mettl21e,-1.1567427735,3.854245289,47.27628654173299,6.16535e-12,1.75046897e-9,DOWN,methyltransferase like 21E
9995,ENSMUSG00000048040,Arxes2,2.1333038483,0.979223698,46.65556146035614,8.46264e-12,2.35560263e-9,UP,adipocyte-related X-chromosome expressed sequence 2
3657,ENSMUSG00000025085,Ablim1,0.9649097655,5.793306537,45.35293678557029,1.64541e-11,4.49197188e-9,UP,actin-binding LIM protein 1
3158,ENSMUSG00000023905,Tnfrsf12a,1.509296274,4.283222084,44.93484576619664,2.037005e-11,5.4561e-9,UP,"tumor necrosis factor receptor superfamily, member 12a"
11500,ENSMUSG00000062609,Kcnj15,2.5722205629,0.812346107,42.99771330322898,5.480388e-11,1.440733204e-8,UP,"potassium inwardly-rectifying channel, subfamily J, member 15"
6192,ENSMUSG00000031373,Car5b,1.6312782938,1.60443231,42.65347027894708,6.534839e-11,1.686701376e-8,UP,"carbonic anhydrase 5b, mitochondrial"
7785,ENSMUSG00000036896,C1qc,1.0429503733,3.140499765,42.50131075325437,7.063487e-11,1.790593991e-8,UP,"complement component 1, q subcomponent, C chain"
3240,ENSMUSG00000024087,Cyp1b1,1.9722783896,0.856483914,42.19552537246767,8.258877e-11,2.056895107e-8,UP,"cytochrome P450, family 1, subfamily b, polypeptide 1"
3272,ENSMUSG00000024164,C3,0.8299248021,5.888416724,42.08288980534146,8.748531e-11,2.141278623e-8,UP,complement component 3
6299,ENSMUSG00000031596,Slc7a2,-0.9011734066,6.971442332,41.9255354034662,9.481628e-11,2.281376257e-8,DOWN,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 2"
6818,ENSMUSG00000032802,Srxn1,0.9890450046,5.367802256,41.19415209180008,1.378343e-10,3.192989729e-8,UP,sulfiredoxin 1 homolog (S. cerevisiae)
10956,ENSMUSG00000056708,Ier5,0.8376788618,4.127706246,41.20878937149243,1.3680598e-10,3.192989729e-8,UP,immediate early response 5
12710,ENSMUSG00000084939,Gm830,2.1224523498,1.694090769,41.17135227307816,1.394515e-10,3.192989729e-8,UP,predicted gene 830
12574,ENSMUSG00000079499,6530402F18Rik,1.173026632,2.827312404,41.13707280908689,1.4191879e-10,3.197903444e-8,UP,RIKEN cDNA 6530402F18 gene
4268,ENSMUSG00000026628,Atf3,1.9345190106,3.775666419,40.62791389455689,1.8415701e-10,4.084832854e-8,UP,activating transcription factor 3
2126,ENSMUSG00000020844,Nxn,0.7796179506,5.637471904,40.39305962011613,2.0767752e-10,4.466954719e-8,UP,nucleoredoxin
10048,ENSMUSG00000048416,Mlf1,-1.0507912612,6.717552819,40.4167487111834,2.0517469e-10,4.466954719e-8,DOWN,myeloid leukemia factor 1
92,ENSMUSG00000000794,Kcnn3,1.394932597,2.323912417,39.63472894609276,3.0618962e-10,6.474303126e-8,UP,"potassium intermediate/small conductance calcium-activated channel, subfamily N, member 3"
1718,ENSMUSG00000020017,Hal,1.835430212,0.784820867,39.60979203639255,3.1012441e-10,6.474303126e-8,UP,histidine ammonia lyase
7532,ENSMUSG00000035783,Acta2,0.8007110091,4.566359761,39.49094301841024,3.2958448e-10,6.780842497e-8,UP,"actin alpha 2, smooth muscle, aorta"
11320,ENSMUSG00000060586,H2-Eb1,1.0921336213,3.583178383,39.29333687914711,3.6468367e-10,7.395784985e-8,UP,"histocompatibility 2, class II antigen E beta"
8838,ENSMUSG00000040640,Erc2,2.3375315255,0.046210903,39.13757307370803,3.9496924e-10,7.897159706e-8,UP,ELKS/RAB6-interacting/CAST family member 2
5323,ENSMUSG00000029053,Prkcz,1.3999619257,1.690844911,39.0125028588574,4.211e-10,8.294293775e-8,UP,"protein kinase C, zeta"
11493,ENSMUSG00000062542,Syt9,2.2910697975,0.765975765,38.98754997018116,4.2651693e-10,8.294293775e-8,UP,synaptotagmin IX
12539,ENSMUSG00000079243,Xirp1,1.3301320679,7.960583573,38.75781382614713,4.7978575e-10,9.204106102e-8,UP,xin actin-binding repeat containing 1
9700,ENSMUSG00000045776,Lrtm1,-0.7768175825,5.401451968,38.55781407811575,5.3155524e-10,1.0061277605e-7,DOWN,leucine-rich repeats and transmembrane domains 1
9832,ENSMUSG00000046805,Mpeg1,1.2230954262,2.051826973,38.39862318980016,5.767307e-10,1.0772722461e-7,UP,macrophage expressed gene 1
12402,ENSMUSG00000076612,Ighg2c,3.7685633258,-0.388304947,38.32255952524741,5.9965392e-10,1.1055437851e-7,UP,immunoglobulin heavy constant gamma 2C
11905,ENSMUSG00000069516,Lyz2,0.8001359202,4.892202162,38.09948232287584,6.7227965e-10,1.2235489757e-7,UP,lysozyme 2
9377,ENSMUSG00000043122,A530016L24Rik,1.4520561593,1.768679629,37.89288206607125,7.4737421e-10,1.3430030798e-7,UP,RIKEN cDNA A530016L24 gene
7646,ENSMUSG00000036304,Zdhhc23,1.772684373,4.05194707,37.66222567882096,8.4117812e-10,1.4926705798e-7,UP,"zinc finger, DHHC domain containing 23"
5599,ENSMUSG00000029661,Col1a2,-0.8358655799,6.507534349,37.08257369364519,1.13231141e-9,1.9844805994e-7,DOWN,"collagen, type I, alpha 2"
9733,ENSMUSG00000046034,Otulin,0.8552350648,4.235420737,37.02542958436613,1.16598624e-9,2.0185781316e-7,UP,OTU deubiquitinase with linear linkage specificity
7715,ENSMUSG00000036594,H2-Aa,0.9516647724,3.599915125,36.92081413899822,1.23025556e-9,2.1041816811e-7,UP,"histocompatibility 2, class II antigen A, alpha"
7879,ENSMUSG00000037242,Clic4,0.8783703989,5.575713425,36.82906698218261,1.28953248e-9,2.1793098968e-7,UP,chloride intracellular channel 4 (mitochondrial)
8440,ENSMUSG00000039126,Prune2,1.5376258788,2.112323501,36.71053267708086,1.37037039e-9,2.2886797737e-7,UP,prune homolog 2
13404,ENSMUSG00000097974,Gm10605,-0.7531541829,4.768631858,36.08955789546,1.88453996e-9,3.1108057369e-7,DOWN,predicted gene 10605
12181,ENSMUSG00000073535,Gm5532,2.0030972593,2.129051124,35.97843914736291,1.99513023e-9,3.2555021562e-7,UP,predicted gene 5532
5765,ENSMUSG00000030208,Emp1,0.856829557,4.802207894,35.86699929398723,2.11256753e-9,3.4079555352e-7,UP,epithelial membrane protein 1
7781,ENSMUSG00000036887,C1qa,1.0999004067,3.035208254,35.80714284347798,2.17847745e-9,3.4747939327e-7,UP,"complement component 1, q subcomponent, alpha polypeptide"
9884,ENSMUSG00000047205,Dusp18,1.7346029432,4.692921737,35.09123773292845,3.1461328e-9,4.9561998575e-7,UP,dual specificity phosphatase 18
10403,ENSMUSG00000051343,Rab11fip5,0.6409045134,5.99774241,35.07219438477995,3.17705119e-9,4.9561998575e-7,UP,RAB11 family interacting protein 5 (class I)
5738,ENSMUSG00000030108,Slc6a13,2.2576819828,0.056845108,34.94184541779673,3.3970112e-9,5.2417359898e-7,UP,"solute carrier family 6 (neurotransmitter transporter, GABA), member 13"
9410,ENSMUSG00000043415,Otud1,2.5074679925,4.98935068,34.86528080356553,3.5332557e-9,5.3933438637e-7,UP,OTU domain containing 1
12159,ENSMUSG00000073411,H2-D1,0.682262953,5.620758888,34.83160262310771,3.59490518e-9,5.4290717087e-7,UP,"histocompatibility 2, D region locus 1"
3213,ENSMUSG00000024048,Myl12a,0.823393231,7.267878112,34.59497628297994,4.05952607e-9,6.0662139179e-7,UP,"myosin, light chain 12A, regulatory, non-sarcomeric"
3209,ENSMUSG00000024042,Sik1,1.2976642575,4.465572011,34.39762050726452,4.49272212e-9,6.6436128455e-7,UP,salt inducible kinase 1
8221,ENSMUSG00000038400,Pmepa1,0.7920655965,4.215384041,33.38781144886049,7.54956315e-9,1.10488245858e-6,UP,"prostate transmembrane protein, androgen induced 1"
10060,ENSMUSG00000048489,Depp1,1.7426370488,4.37214349,32.99510856563829,9.23910268e-9,1.33835001694e-6,UP,DEPP1 autophagy regulator
8969,ENSMUSG00000041189,Chrnb1,0.7532895416,5.539499636,32.90885318896955,9.65824309e-9,1.37108419005e-6,UP,"cholinergic receptor, nicotinic, beta polypeptide 1 (muscle)"
10260,ENSMUSG00000050069,Grem2,-1.7068155937,2.131252361,32.91084123738941,9.6483714e-9,1.37108419005e-6,DOWN,"gremlin 2, DAN family BMP antagonist"
12509,ENSMUSG00000079017,Ifi27l2a,1.8022267612,2.825897445,32.87301102015876,9.83796345e-9,1.38276959631e-6,UP,"interferon, alpha-inducible protein 27 like 2A"
12162,ENSMUSG00000073421,H2-Ab1,1.0461939734,3.211277478,32.65641291924784,1.099759625e-8,1.53060663202e-6,UP,"histocompatibility 2, class II antigen A, beta 1"
3665,ENSMUSG00000025129,Ppp1r27,0.9372962222,6.31225416,32.52646828153735,1.175802151e-8,1.62055216924e-6,UP,"protein phosphatase 1, regulatory subunit 27"
244,ENSMUSG00000001864,Aif1l,1.8635812169,2.636823605,32.37309537739105,1.272359536e-8,1.73677076739e-6,UP,allograft inflammatory factor 1-like
13912,ENSMUSG00000111000,Gm47108,0.6946790793,4.210078907,32.11842939340902,1.450547655e-8,1.96114042987e-6,UP,"predicted gene, 47108"
3964,ENSMUSG00000025900,Rp1,2.9346973365,0.084260122,31.9742870248974,1.562268507e-8,2.09226072945e-6,UP,retinitis pigmentosa 1 (human)
5383,ENSMUSG00000029167,Ppargc1a,1.4516187414,5.880342609,31.86132918620106,1.655810679e-8,2.19681200082e-6,UP,"peroxisome proliferative activated receptor, gamma, coactivator 1 alpha"
12205,ENSMUSG00000073730,Ppp1r14bl,2.095458407,1.778342424,31.57265145511431,1.921162607e-8,2.50658925572e-6,UP,"protein phosphatase 1, regulatory inhibitor subunit 14B like"
12226,ENSMUSG00000074001,Klhl40,0.6398771996,7.040294516,31.5691657869572,1.924614179e-8,2.50658925572e-6,UP,kelch-like 40
1402,ENSMUSG00000017765,Slc12a4,0.7650656084,4.714692204,31.53434242506727,1.959439771e-8,2.52874609001e-6,UP,"solute carrier family 12, member 4"
13055,ENSMUSG00000090877,Hspa1b,1.099761466,2.983463067,31.5122024755868,1.981908668e-8,2.53470049227e-6,UP,heat shock protein 1B
2375,ENSMUSG00000021458,Aopep,0.6300506239,5.342414435,31.47565885820384,2.019561224e-8,2.55923283194e-6,UP,aminopeptidase O
4351,ENSMUSG00000026814,Eng,0.7034687543,5.217793831,31.45882473216754,2.037146449e-8,2.55923283194e-6,UP,endoglin
4848,ENSMUSG00000028031,Dkk2,1.086275322,3.217342384,31.38228505120401,2.11905538e-8,2.63878159426e-6,UP,dickkopf WNT signaling pathway inhibitor 2
2563,ENSMUSG00000021913,Ogdhl,1.311568539,1.37621914,31.19737647970721,2.330808641e-8,2.87723125824e-6,UP,oxoglutarate dehydrogenase-like
2253,ENSMUSG00000021136,Smoc1,1.1532834444,2.733545587,31.05424772758605,2.509166108e-8,3.07070017942e-6,UP,SPARC related  modular calcium binding 1
8802,ENSMUSG00000040485,Lrrc52,1.6909407525,1.896667597,30.94429542331195,2.655414383e-8,3.22190278567e-6,UP,leucine rich repeat containing 52
4148,ENSMUSG00000026342,Slc35f5,0.6668307337,5.05286846,30.84614166485454,2.793169088e-8,3.33208641846e-6,UP,"solute carrier family 35, member F5"
9492,ENSMUSG00000044147,Arf6,0.7700250766,4.108454882,30.85318239680457,2.783053668e-8,3.33208641846e-6,UP,ADP-ribosylation factor 6
13356,ENSMUSG00000097624,Gm5091,1.3578155336,1.801924189,30.77092803794342,2.903554089e-8,3.43490448844e-6,UP,predicted gene 5091
3694,ENSMUSG00000025172,Ankrd2,1.6254079465,6.776967871,30.58892258507643,3.189093643e-8,3.72798333069e-6,UP,ankyrin repeat domain 2 (stretch responsive muscle)
12418,ENSMUSG00000078307,AI593442,3.4519301631,-0.10915661,30.57998544907722,3.203817739e-8,3.72798333069e-6,UP,expressed sequence AI593442
11341,ENSMUSG00000060802,B2m,0.652442091,5.632292658,30.44163374794381,3.440639783e-8,3.97100181815e-6,UP,beta-2 microglobulin
11305,ENSMUSG00000060429,Sntb1,-1.0189084222,3.717309979,30.32713612772179,3.649838658e-8,4.17847658058e-6,DOWN,"syntrophin, basic 1"
10698,ENSMUSG00000054034,Tceal5,0.7128305681,4.833603641,30.26486888556956,3.76890868e-8,4.28027420989e-6,UP,transcription elongation factor A (SII)-like 5
6261,ENSMUSG00000031523,Dlc1,0.7092992212,4.246282576,29.85187233659407,4.663463055e-8,5.25416837615e-6,UP,deleted in liver cancer 1
819,ENSMUSG00000006800,Sulf2,0.8165592361,3.403596548,29.54078105270142,5.475245815e-8,6.07238981196e-6,UP,sulfatase 2
12915,ENSMUSG00000087382,Ctcflos,2.0573203252,0.033583551,29.554578892199,5.436407247e-8,6.07238981196e-6,UP,"CCCTC-binding factor (zinc finger protein)-like, opposite strand"
11975,ENSMUSG00000070509,Rgma,-0.6514859841,4.868501521,29.36184668846992,6.004830118e-8,6.60810607446e-6,DOWN,repulsive guidance molecule family member A
943,ENSMUSG00000009185,Ccl8,3.3581861432,-0.976483185,29.32733585976299,6.112727315e-8,6.65961571751e-6,UP,chemokine (C-C motif) ligand 8
7706,ENSMUSG00000036564,Ndrg4,1.348925167,1.613150214,29.3169865795861,6.145461108e-8,6.65961571751e-6,UP,N-myc downstream regulated gene 4
2837,ENSMUSG00000022528,Hes1,0.8275311402,2.888500922,29.21981836350828,6.46149068e-8,6.94903952292e-6,UP,hes family bHLH transcription factor 1
2823,ENSMUSG00000022504,Ciita,1.6814897921,0.542191851,29.12247657338474,6.794414144e-8,7.25214309773e-6,UP,class II transactivator
10959,ENSMUSG00000056738,A730036I17Rik,3.7376609732,-0.230703619,28.9496698535382,7.428347253e-8,7.86961325474e-6,UP,RIKEN cDNA A730036I17 gene
2610,ENSMUSG00000022018,Rgcc,0.9746366947,5.455751517,28.86475468170245,7.76124117e-8,8.16137627058e-6,UP,regulator of cell cycle
4047,ENSMUSG00000026100,Mstn,-0.6505263243,6.048945519,28.79144199397977,8.060650468e-8,8.41389662122e-6,DOWN,myostatin
10002,ENSMUSG00000048096,Lmod1,-0.7543597361,4.16048673,28.75250409018725,8.224351195e-8,8.52210872799e-6,DOWN,leiomodin 1 (smooth muscle)
8788,ENSMUSG00000040447,Spns2,-0.7589495006,6.337113783,28.69975422673522,8.451445724e-8,8.60781365869e-6,DOWN,spinster homolog 2
10798,ENSMUSG00000055044,Pdlim1,1.0229846118,4.620187945,28.71884870566986,8.368525067e-8,8.60781365869e-6,UP,PDZ and LIM domain 1 (elfin)
10911,ENSMUSG00000056258,Kcnq3,1.7254968233,0.301158616,28.69117540570712,8.488968105e-8,8.60781365869e-6,UP,"potassium voltage-gated channel, subfamily Q, member 3"
3074,ENSMUSG00000023064,Sncg,1.0605336207,3.306708567,28.5956136653853,8.918397853e-8,8.97911885971e-6,UP,"synuclein, gamma"
8209,ENSMUSG00000038370,Pcp4l1,0.7922606752,5.116529712,28.52014055634476,9.272886876e-8,9.27027479595e-6,UP,Purkinje cell protein 4-like 1
3021,ENSMUSG00000022951,Rcan1,1.2609461127,6.32265719,28.41154515001271,9.807866886e-8,9.7365369456e-6,UP,regulator of calcineurin 1
2545,ENSMUSG00000021877,Arf4,0.6238932085,4.210544721,28.3554708220645,1.0096108008e-7,9.9530798122e-6,UP,ADP-ribosylation factor 4
3682,ENSMUSG00000025153,Fasn,1.134626921,5.168439768,28.27754775610304,1.0510807866e-7,1.029044334335e-5,UP,fatty acid synthase
10394,ENSMUSG00000051314,Ffar2,2.7735260602,-0.77939961,28.24856684243282,1.0669359872e-7,1.037412553042e-5,UP,free fatty acid receptor 2
5995,ENSMUSG00000030787,Lyve1,0.9833380622,2.499619857,28.14893428533341,1.1232950531e-7,1.084782079922e-5,UP,lymphatic vessel endothelial hyaluronan receptor 1
690,ENSMUSG00000005686,Ampd3,1.0649759461,5.058268724,28.12382379699513,1.1379639383e-7,1.091522707334e-5,UP,adenosine monophosphate deaminase 3
11776,ENSMUSG00000067242,Lgi1,1.6111735139,1.588247586,28.03381283608628,1.1921412593e-7,1.135814585053e-5,UP,"leucine-rich repeat LGI family, member 1"
8739,ENSMUSG00000040265,Dnm3,-0.779512075,3.220374037,27.97074316672171,1.2316356919e-7,1.163177351129e-5,DOWN,dynamin 3
11049,ENSMUSG00000057604,Lmcd1,0.775018315,6.842340546,27.96194498832033,1.2372483799e-7,1.163177351129e-5,UP,LIM and cysteine-rich domains 1
11921,ENSMUSG00000069763,Tmem100,1.0129545865,3.553538866,27.86066720959091,1.3037329627e-7,1.21761796972e-5,UP,transmembrane protein 100
1106,ENSMUSG00000013936,Myl2,1.3123593886,7.269335333,27.71199108991334,1.4078732004e-7,1.289430190595e-5,UP,"myosin, light polypeptide 2, regulatory, cardiac, slow"
2525,ENSMUSG00000021815,Mss51,1.4764881878,8.47983708,27.71460949233409,1.4059688991e-7,1.289430190595e-5,UP,MSS51 mitochondrial translational activator
12551,ENSMUSG00000079362,Gm43302,1.0173742368,2.450909365,27.71897873426188,1.4027969999e-7,1.289430190595e-5,UP,predicted gene 43302
8704,ENSMUSG00000040136,Abcc8,1.0834267028,3.137536888,27.52635788625894,1.5496811647e-7,1.410209859929e-5,UP,"ATP-binding cassette, sub-family C (CFTR/MRP), member 8"
12624,ENSMUSG00000081194,Gm8424,0.8442550136,2.885531706,27.44425524458365,1.6168845655e-7,1.461993203389e-5,UP,predicted gene 8424
2305,ENSMUSG00000021260,Hhipl1,1.1612605337,1.579538353,27.39438596473916,1.6591219596e-7,1.484395729926e-5,UP,hedgehog interacting protein-like 1
5659,ENSMUSG00000029822,Osbpl3,0.7192939319,3.743711377,27.39036726883378,1.6625734084e-7,1.484395729926e-5,UP,oxysterol binding protein-like 3
6457,ENSMUSG00000031934,Panx1,1.1334148132,3.416118534,27.3572492283423,1.691292156e-7,1.500598965432e-5,UP,pannexin 1
6880,ENSMUSG00000033044,Dhrs7c,-0.7270323593,7.270625722,27.07888839032424,1.9531940547e-7,1.722207627427e-5,DOWN,dehydrogenase/reductase (SDR family) member 7C
6070,ENSMUSG00000031007,Atp6ap2,0.6456911138,4.081819685,26.80434523631167,2.2513055648e-7,1.972810728309e-5,UP,"ATPase, H+ transporting, lysosomal accessory protein 2"
11562,ENSMUSG00000063275,Hacd1,-0.6739989656,4.258208669,26.74069913645672,2.3266893018e-7,2.026360817749e-5,DOWN,3-hydroxyacyl-CoA dehydratase 1
2871,ENSMUSG00000022587,Ly6e,0.5944751481,4.829585924,26.66571479461227,2.4187551736e-7,2.093698075907e-5,UP,"lymphocyte antigen 6 complex, locus E"
8298,ENSMUSG00000038642,Ctss,1.0531813064,2.013419411,26.63477436456014,2.4577999918e-7,2.114601738429e-5,UP,cathepsin S
195,ENSMUSG00000001506,Col1a1,-0.7008753391,5.496471855,26.5843446482947,2.522797654e-7,2.157447921487e-5,DOWN,"collagen, type I, alpha 1"
5809,ENSMUSG00000030313,Dennd5b,0.7018332985,3.705198825,26.45612361312134,2.6959248503e-7,2.278056498526e-5,UP,DENN/MADD domain containing 5B
13636,ENSMUSG00000104713,Gbp6,1.2342248035,3.074270899,26.4623310271507,2.6872754862e-7,2.278056498526e-5,UP,guanylate binding protein 6
9183,ENSMUSG00000042190,Cmklr1,0.9106099331,3.27922748,26.42490191526983,2.7398539206e-7,2.301477293317e-5,UP,chemokine-like receptor 1
10238,ENSMUSG00000049892,Rasd1,1.3828048389,1.23351509,26.31276292396965,2.9036349141e-7,2.424705955363e-5,UP,"RAS, dexamethasone-induced 1"
7862,ENSMUSG00000037185,Krt80,1.2213929525,1.858618477,26.04182817342843,3.3409996189e-7,2.773615824007e-5,UP,keratin 80
1522,ENSMUSG00000018822,Sfrp5,1.0236706094,3.080168113,25.95690126524343,3.4912511752e-7,2.88150009792e-5,UP,secreted frizzled-related sequence protein 5
3609,ENSMUSG00000024972,Lgals12,1.4723607406,1.475899698,25.80585935951147,3.775406054e-7,3.098015279934e-5,UP,"lectin, galactose binding, soluble 12"
