,Ensembl,Symbol,s22mo_AR_M-s06mo_AR_M_logFC,s22mo_AR_M-s06mo_AR_M_logCPM,s22mo_AR_M-s06mo_AR_M_LR,s22mo_AR_M-s06mo_AR_M_PValue,s22mo_AR_M-s06mo_AR_M_FDR,s22mo_AR_M-s06mo_AR_M_Status,Description
5786,ENSMUSG00000030161,Gabarapl1,0.865020365,6.0694326,35.451443183942,2.61488568e-9,7.3775666853e-7,UP,gamma-aminobutyric acid (GABA) A receptor-associated protein-like 1
3094,ENSMUSG00000023067,Cdkn1a,1.30181489,3.7727491,35.158640711716,3.03909935e-9,8.2508680525e-7,UP,cyclin-dependent kinase inhibitor 1A (P21)
8802,ENSMUSG00000040253,Gbp7,-1.072503476,2.9389182,35.186179077963,2.99642578e-9,8.2508680525e-7,DOWN,guanylate binding protein 7
5324,ENSMUSG00000028996,Rbp7,1.184426787,2.701653,35.070330250111,3.18009406e-9,8.4737728671e-7,UP,"retinol binding protein 7, cellular"
5009,ENSMUSG00000028339,Col15a1,-0.725665921,5.1064221,34.889721599863,3.48917967e-9,8.9653225584e-7,DOWN,"collagen, type XV, alpha 1"
7336,ENSMUSG00000034687,Fras1,-2.172223701,1.6345813,34.919718630875,3.43583551e-9,8.9653225584e-7,DOWN,Fraser extracellular matrix complex subunit 1
3081,ENSMUSG00000023034,Nr4a1,0.9198614,6.8790334,34.119094884762,5.1840059e-9,1.30864317551e-6,UP,"nuclear receptor subfamily 4, group A, member 1"
7587,ENSMUSG00000035783,Acta2,0.743842085,4.9407377,33.662019751529,6.55684676e-9,1.62666324435e-6,UP,"actin alpha 2, smooth muscle, aorta"
6599,ENSMUSG00000032177,Pde4a,-0.794728648,5.8157774,33.622015158362,6.69309012e-9,1.63231989485e-6,DOWN,"phosphodiesterase 4A, cAMP specific"
9282,ENSMUSG00000042292,Mrtfa,-0.790046409,4.9416855,33.32689588482,7.78977977e-9,1.86811902036e-6,DOWN,myocardin related transcription factor A
7996,ENSMUSG00000037411,Serpine1,1.501938638,3.6220385,33.063753050863,8.91859527e-9,2.10376503953e-6,UP,"serine (or cysteine) peptidase inhibitor, clade E, member 1"
13310,ENSMUSG00000094410,Zbed6,-0.680496368,5.211166,32.795580636499,1.023773301e-8,2.37597968425e-6,DOWN,"zinc finger, BED type containing 6"
11691,ENSMUSG00000063275,Hacd1,-0.961195636,4.3913784,32.534777739614,1.170785639e-8,2.67403723237e-6,DOWN,3-hydroxyacyl-CoA dehydratase 1
9491,ENSMUSG00000043415,Otud1,0.820652789,3.9904226,32.342535396911,1.292527762e-8,2.9059659343e-6,UP,OTU domain containing 1
6417,ENSMUSG00000031762,Mt2,1.238013939,2.2151193,32.094254468284,1.468710297e-8,3.25127268872e-6,UP,metallothionein 2
12848,ENSMUSG00000084939,Gm830,1.792832165,0.8641628,31.574353016508,1.919479943e-8,4.18475710646e-6,UP,predicted gene 830
5127,ENSMUSG00000028584,Lrrc38,-0.881700172,5.0753595,31.504862372566,1.98941465e-8,4.27249065828e-6,DOWN,leucine rich repeat containing 38
4390,ENSMUSG00000026837,Col5a1,-0.778255793,5.0393159,31.354750618746,2.14932143e-8,4.54802736253e-6,DOWN,"collagen, type V, alpha 1"
12336,ENSMUSG00000073730,Ppp1r14bl,1.529576578,1.6250202,31.16939863049,2.364644714e-8,4.9311409843e-6,UP,"protein phosphatase 1, regulatory inhibitor subunit 14B like"
12374,ENSMUSG00000074178,Gm10638,1.392127324,1.5685898,30.582522055245,3.199631726e-8,6.57707155865e-6,UP,predicted gene 10638
2508,ENSMUSG00000021750,Fam107a,1.440625046,1.7922468,30.134676172006,4.030594165e-8,8.0963333839e-6,UP,"family with sequence similarity 107, member A"
2614,ENSMUSG00000021994,Wnt5a,-1.015061579,2.5533707,30.124757481452,4.051261405e-8,8.0963333839e-6,DOWN,"wingless-type MMTV integration site family, member 5A"
8855,ENSMUSG00000040435,Ppp1r15a,0.745556548,4.7714874,30.002094480935,4.315798895e-8,8.50685346675e-6,UP,"protein phosphatase 1, regulatory subunit 15A"
10587,ENSMUSG00000052135,Foxo6,-1.341674927,2.6363825,29.942582610278,4.450310538e-8,8.61218295529e-6,DOWN,forkhead box O6
13329,ENSMUSG00000095041,NA,0.844503622,4.1749757,29.92582422786,4.488941008e-8,8.61218295529e-6,UP,NA
2766,ENSMUSG00000022358,Fbxo32,0.965614816,8.8477816,29.838176946285,4.696521671e-8,8.89187504293e-6,UP,F-box protein 32
2326,ENSMUSG00000021268,Meg3,-0.894939786,4.392586,29.731544207331,4.962078585e-8,9.27264269744e-6,DOWN,maternally expressed 3
6892,ENSMUSG00000032898,Fbxo21,0.739566862,4.7231228,29.296773256807,6.209901304e-8,1.145567562419e-5,UP,F-box protein 21
1847,ENSMUSG00000020241,Col6a2,-0.733174454,5.9592823,28.664855470088,8.605132163e-8,1.567332236758e-5,DOWN,"collagen, type VI, alpha 2"
198,ENSMUSG00000001506,Col1a1,-2.123838885,7.2567008,28.555116732044,9.106885356e-8,1.617765103618e-5,DOWN,"collagen, type I, alpha 1"
11619,ENSMUSG00000062542,Syt9,1.887259397,1.4370187,28.574232930014,9.01741928e-8,1.617765103618e-5,UP,synaptotagmin IX
10105,ENSMUSG00000048126,Col6a3,-0.639832865,5.6186254,28.492611315583,9.40567404e-8,1.650466387353e-5,DOWN,"collagen, type VI, alpha 3"
5632,ENSMUSG00000029661,Col1a2,-1.855960059,7.9947872,28.258553938614,1.0614452519e-7,1.840136834952e-5,DOWN,"collagen, type I, alpha 2"
3553,ENSMUSG00000024803,Ankrd1,1.120806471,3.3598178,28.127139865425,1.1360158311e-7,1.945968070839e-5,UP,ankyrin repeat domain 1 (cardiac muscle)
6188,ENSMUSG00000031239,Itm2a,-0.688603194,5.8972146,28.037264500096,1.19001682e-7,2.01448847342e-5,DOWN,integral membrane protein 2A
12098,ENSMUSG00000070436,Serpinh1,-0.62914933,5.4927382,27.799107319957,1.345881973e-7,2.251848338468e-5,DOWN,"serine (or cysteine) peptidase inhibitor, clade H, member 1"
2722,ENSMUSG00000022246,Rai14,0.801376886,3.5566327,27.633819499098,1.465931773e-7,2.424516354353e-5,UP,retinoic acid induced 14
7270,ENSMUSG00000034457,Eda2r,0.976508613,5.1578179,27.535301710549,1.542531588e-7,2.522214434107e-5,UP,ectodysplasin A2 receptor
11052,ENSMUSG00000056501,Cebpb,1.103938587,5.4635254,27.473908321311,1.5922821779e-7,2.574308793101e-5,UP,"CCAAT/enhancer binding protein (C/EBP), beta"
1460,ENSMUSG00000018339,Gpx3,0.804241461,7.1594577,27.448227375965,1.6135670212e-7,2.57973509657e-5,UP,glutathione peroxidase 3
4052,ENSMUSG00000026042,Col5a2,-0.682260641,4.5984414,27.409245521604,1.6464221081e-7,2.603337111474e-5,DOWN,"collagen, type V, alpha 2"
2731,ENSMUSG00000022270,Retreg1,0.882703018,8.1041427,27.312194819983,1.7311616247e-7,2.70757441498e-5,UP,reticulophagy regulator 1
4117,ENSMUSG00000026193,Fn1,-0.640823835,5.9661265,27.231535964488,1.8049055212e-7,2.792557585574e-5,DOWN,fibronectin 1
10355,ENSMUSG00000050052,Tdrp,0.933016187,3.91141,26.947454345089,2.090623178e-7,3.200210309455e-5,UP,testis development related protein
426,ENSMUSG00000003123,Lipe,0.79367611,5.625608,26.212271242908,3.058726501e-7,4.632843749863e-5,UP,"lipase, hormone sensitive"
8488,ENSMUSG00000039081,Zfp503,-0.682217967,4.2882215,26.176266444632,3.1162917566e-7,4.670866884013e-5,DOWN,zinc finger protein 503
9729,ENSMUSG00000045246,Kcng4,-1.072379704,5.5252544,25.81562905042,3.7563444605e-7,5.572169117858e-5,DOWN,"potassium voltage-gated channel, subfamily G, member 4"
11304,ENSMUSG00000059201,Lep,1.287499321,4.6384459,25.571378313933,4.2631635129e-7,6.259455080335e-5,UP,leptin
4619,ENSMUSG00000027397,Slc20a1,0.661855087,4.2453425,25.489414024007,4.4481686525e-7,6.465121084944e-5,UP,"solute carrier family 20, member 1"
10354,ENSMUSG00000050043,Tmx2,-0.621387248,5.3789832,25.175972959176,5.2330107546e-7,7.455226905791e-5,DOWN,thioredoxin-related transmembrane protein 2
11204,ENSMUSG00000058056,Palld,-0.646842653,5.9531915,25.18275663852,5.2146359122e-7,7.455226905791e-5,DOWN,"palladin, cytoskeletal associated protein"
560,ENSMUSG00000004328,Hif3a,1.57178003,1.1145111,25.150544941757,5.3024667979e-7,7.48011713298e-5,UP,"hypoxia inducible factor 3, alpha subunit"
4957,ENSMUSG00000028195,Ccn1,0.674266955,4.942125,25.078369874113,5.5046875802e-7,7.639961562457e-5,UP,cellular communication network factor 1
9855,ENSMUSG00000046275,Trarg1,1.26405709,3.3831188,25.072326007651,5.5219681874e-7,7.639961562457e-5,UP,trafficking regulator of GLUT4 (SLC2A4) 1
9932,ENSMUSG00000046806,Cyren,0.782735468,5.2470598,24.966394854692,5.8338324709e-7,7.994572897582e-5,UP,cell cycle regulator of NHEJ
7759,ENSMUSG00000036545,Adamts2,-0.717948419,4.1186383,24.910044523977,6.0068634233e-7,8.154033754614e-5,DOWN,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 2"
8562,ENSMUSG00000039304,Tnfsf10,-0.826478074,3.5391879,24.487117747746,7.4808340495e-7,1.0059973938253e-4,DOWN,"tumor necrosis factor (ligand) superfamily, member 10"
4636,ENSMUSG00000027438,Napb,0.643566674,4.7696144,24.402382775704,7.8171946977e-7,1.0414964306041e-4,UP,N-ethylmaleimide sensitive fusion protein attachment protein beta
2057,ENSMUSG00000020674,Pxdn,-0.677406064,4.2419403,24.365635148121,7.9677420732e-7,1.051815052223e-4,DOWN,peroxidasin
10823,ENSMUSG00000054252,Fgfr3,0.868831106,2.6667685,24.125949772197,9.0236087804e-7,1.1803700612885e-4,UP,fibroblast growth factor receptor 3
3765,ENSMUSG00000025255,Zfhx4,-0.689118841,3.7716007,23.978284552378,9.7428392845e-7,1.2629704005852e-4,DOWN,zinc finger homeodomain 4
9975,ENSMUSG00000047146,Tet1,-1.81978019,0.1120148,23.906826009168,1.01112602232e-6,1.2990261013638e-4,DOWN,tet methylcytosine dioxygenase 1
1834,ENSMUSG00000020218,Wif1,-2.278869486,1.5908382,23.879521013901,1.0255698474e-6,1.3059225251602e-4,DOWN,Wnt inhibitory factor 1
4129,ENSMUSG00000026213,Stk11ip,0.631109669,3.9876812,23.834794907183,1.04967753952e-6,1.3248956242305e-4,UP,serine/threonine kinase 11 interacting protein
7406,ENSMUSG00000034958,Atcay,-0.823148163,2.9687905,23.668593373112,1.14434900275e-6,1.4196817399097e-4,DOWN,"ataxia, cerebellar, Cayman type"
8147,ENSMUSG00000038007,Acer2,1.016920521,2.1041626,23.668328044399,1.14450678872e-6,1.4196817399097e-4,UP,alkaline ceramidase 2
7880,ENSMUSG00000037010,Apln,-1.631285943,0.5449504,23.627730339437,1.16890836639e-6,1.4375574772657e-4,DOWN,apelin
6536,ENSMUSG00000031994,Adamts8,-1.571516556,0.8300469,23.524448242313,1.23336521938e-6,1.5039739103177e-4,DOWN,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 8"
1703,ENSMUSG00000019932,Kera,-1.485870002,2.7759774,23.413364262341,1.30667597812e-6,1.5799798864945e-4,DOWN,keratocan
9510,ENSMUSG00000043557,Mdga1,-0.819569103,4.0131636,23.388069058786,1.32397158336e-6,1.5875522594153e-4,DOWN,MAM domain containing glycosylphosphatidylinositol anchor 1
14066,ENSMUSG00000110547,Gm29773,-0.819270506,3.8095193,23.246673158523,1.42496730722e-6,1.6945334366609e-4,DOWN,"predicted gene, 29773"
413,ENSMUSG00000002997,Prkar2b,1.227198176,3.0281334,22.991473275557,1.62721523806e-6,1.90357724069e-4,UP,"protein kinase, cAMP dependent regulatory, type II beta"
12859,ENSMUSG00000085088,4931413K12Rik,2.095681059,-0.2736691,22.992725365351,1.62615577625e-6,1.90357724069e-4,UP,RIKEN cDNA 4931413K12 gene
7710,ENSMUSG00000036334,Igsf10,-1.027245216,2.0354038,22.972642433516,1.64323280869e-6,1.9068126519625e-4,DOWN,"immunoglobulin superfamily, member 10"
2120,ENSMUSG00000020799,Tekt1,1.46229754,2.3639905,22.851869429812,1.74979054082e-6,2.014218887356e-4,UP,tektin 1
2818,ENSMUSG00000022462,Slc38a2,0.709502198,7.183168,22.640422096983,1.9533150763e-6,2.2306548121384e-4,UP,"solute carrier family 38, member 2"
12226,ENSMUSG00000071984,Fndc1,-0.582224134,5.5152253,22.593244671414,2.00187259146e-6,2.2681058833569e-4,DOWN,fibronectin type III domain containing 1
869,ENSMUSG00000007659,Bcl2l1,0.931299162,3.9974839,22.518341865329,2.08146627541e-6,2.3217223439469e-4,UP,BCL2-like 1
5118,ENSMUSG00000028572,Hook1,0.596051397,5.3915871,22.527120658897,2.07197584728e-6,2.3217223439469e-4,UP,hook microtubule tethering protein 1
4849,ENSMUSG00000027966,Col11a1,-1.695370154,1.734457,22.200547457959,2.45603755282e-6,2.7131298957583e-4,DOWN,"collagen, type XI, alpha 1"
12388,ENSMUSG00000074227,Spint2,1.005591282,2.2862359,22.189600244759,2.4700814257e-6,2.7131298957583e-4,UP,"serine protease inhibitor, Kunitz type 2"
2355,ENSMUSG00000021360,Gcnt2,0.763299004,4.200809,22.133646295356,2.5431314236e-6,2.7722059131994e-4,UP,"glucosaminyl (N-acetyl) transferase 2, I-branching enzyme"
7484,ENSMUSG00000035279,Ssc5d,-0.960625232,3.6299691,22.074929406684,2.62212046087e-6,2.8368188956084e-4,DOWN,"scavenger receptor cysteine rich family, 5 domains"
2795,ENSMUSG00000022416,Cacna1i,2.063129518,-0.214423,22.052215130938,2.65333304753e-6,2.8491648672348e-4,UP,"calcium channel, voltage-dependent, alpha 1I subunit"
13184,ENSMUSG00000090570,Gm17041,-2.326766531,0.4286551,21.93783108293,2.81627003066e-6,3.0017266274945e-4,DOWN,predicted gene 17041
11978,ENSMUSG00000068392,Rnase13,1.341088907,0.8390762,21.826302344813,2.98480267589e-6,3.1579651252541e-4,UP,"ribonuclease, RNase A family, 13 (non-active)"
10145,ENSMUSG00000048416,Mlf1,-0.688783782,6.9366427,21.764402038903,3.08267036989e-6,3.2377039381326e-4,DOWN,myeloid leukemia factor 1
12652,ENSMUSG00000079055,Slc8a3,0.757777784,6.6141707,21.661338732636,3.25281506105e-6,3.3916489792374e-4,UP,"solute carrier family 8 (sodium/calcium exchanger), member 3"
3814,ENSMUSG00000025384,Faap100,-0.631076494,3.9499207,21.604535150269,3.35058639012e-6,3.4488947781515e-4,DOWN,Fanconi anemia core complex associated protein 100
5211,ENSMUSG00000028776,Tinagl1,0.670386811,4.6542133,21.601635608917,3.35565549337e-6,3.4488947781515e-4,UP,tubulointerstitial nephritis antigen-like 1
10455,ENSMUSG00000050953,Gja1,-0.756283569,3.2408139,21.4692114017,3.59555544001e-6,3.6692515763394e-4,DOWN,"gap junction protein, alpha 1"
9199,ENSMUSG00000041912,Tdrkh,0.874396592,3.2753274,21.440650575643,3.64951175215e-6,3.6980862395597e-4,UP,tudor and KH domain containing protein
4647,ENSMUSG00000027469,Tpx2,1.121261288,3.1412008,21.410259129279,3.70781900742e-6,3.7038528673395e-4,UP,"TPX2, microtubule-associated"
9343,ENSMUSG00000042515,Pwwp3b,-1.049763416,1.5073292,21.397577284415,3.73242522596e-6,3.7038528673395e-4,DOWN,PWWP domain containing 3B
10435,ENSMUSG00000050777,Tmem37,0.642587923,5.2538985,21.42328335515,3.6827178906e-6,3.7038528673395e-4,UP,transmembrane protein 37
313,ENSMUSG00000002289,Angptl4,1.176793603,3.2500676,21.321385659217,3.88374593725e-6,3.8276178281575e-4,UP,angiopoietin-like 4
11626,ENSMUSG00000062609,Kcnj15,1.165388262,1.4155024,21.248382891866,4.03450602538e-6,3.9491501496124e-4,UP,"potassium inwardly-rectifying channel, subfamily J, member 15"
3502,ENSMUSG00000024664,Fads3,0.93757821,3.3903474,21.226204247756,4.08146063329e-6,3.9681173684068e-4,UP,fatty acid desaturase 3
13701,ENSMUSG00000102204,Gm36958,1.309070597,1.3081019,21.028512947185,4.52498971882e-6,4.369803829806e-4,UP,"predicted gene, 36958"
7667,ENSMUSG00000036144,Meox2,-0.666356769,3.5699805,20.99563550199,4.60330835376e-6,4.4158002601524e-4,DOWN,mesenchyme homeobox 2
9936,ENSMUSG00000046828,Mettl21e,-1.134257586,2.1616482,20.956957691408,4.69718770249e-6,4.4505121045876e-4,DOWN,methyltransferase like 21E
12192,ENSMUSG00000071637,Cebpd,0.645165036,4.1932848,20.955259189863,4.70135408921e-6,4.4505121045876e-4,UP,"CCAAT/enhancer binding protein (C/EBP), delta"
5237,ENSMUSG00000028834,Trim63,0.763106329,7.9582899,20.926683094772,4.7720093502e-6,4.4587300350673e-4,UP,tripartite motif-containing 63
8891,ENSMUSG00000040562,Gstm2,0.56226869,4.7725025,20.929203022609,4.76573614007e-6,4.4587300350673e-4,UP,"glutathione S-transferase, mu 2"
6839,ENSMUSG00000032705,Exd2,-0.523379538,5.1293711,20.810858353854,5.06947300305e-6,4.7061062607027e-4,DOWN,exonuclease 3'-5' domain containing 2
11138,ENSMUSG00000057342,Sphk2,-0.537675403,5.7242481,20.771855701492,5.17377306518e-6,4.772142348391e-4,DOWN,sphingosine kinase 2
5987,ENSMUSG00000030701,Plekhb1,0.766602975,6.483863,20.732489931315,5.28122832904e-6,4.8402289443707e-4,UP,"pleckstrin homology domain containing, family B (evectins) member 1"
4190,ENSMUSG00000026389,Steap3,-0.620858181,4.9335384,20.685810443385,5.41155432812e-6,4.9282819764152e-4,DOWN,STEAP family member 3
7625,ENSMUSG00000035954,Dock4,-0.605848377,4.0701703,20.619792117261,5.60140320854e-6,5.0690937589739e-4,DOWN,dedicator of cytokinesis 4
8713,ENSMUSG00000039911,Spsb1,0.832516954,3.146832,20.539263179239,5.84205499119e-6,5.2538330792658e-4,UP,splA/ryanodine receptor domain and SOCS box containing 1
4744,ENSMUSG00000027692,Tnik,-0.554616752,5.3223864,20.495107731365,5.97838610949e-6,5.3430433372364e-4,DOWN,TRAF2 and NCK interacting kinase
6864,ENSMUSG00000032802,Srxn1,0.587230945,4.900255,20.461335410089,6.08481051822e-6,5.3714318126838e-4,UP,sulfiredoxin 1 homolog (S. cerevisiae)
9557,ENSMUSG00000044006,Cilp2,-2.375593014,3.8938684,20.465794873728,6.07064946899e-6,5.3714318126838e-4,DOWN,cartilage intermediate layer protein 2
9648,ENSMUSG00000044641,Pard6b,1.568326888,0.638214,20.373479055808,6.37066031637e-6,5.5894775178228e-4,UP,par-6 family cell polarity regulator beta
4900,ENSMUSG00000028076,Cd1d1,1.158257782,2.0730977,20.220740894964,6.90007476454e-6,6.0172833810351e-4,UP,CD1d1 antigen
1087,ENSMUSG00000013236,Ptprs,-0.581907932,5.1906355,20.196714782331,6.98728299669e-6,6.0566274120154e-4,DOWN,"protein tyrosine phosphatase, receptor type, S"
950,ENSMUSG00000009185,Ccl8,2.210830439,-0.1068277,20.179848543559,7.04916300932e-6,6.0736770383942e-4,UP,chemokine (C-C motif) ligand 8
6371,ENSMUSG00000031661,Nkd1,1.167297304,1.2429739,20.14310590668,7.18587821403e-6,6.1546191441543e-4,UP,naked cuticle 1
9517,ENSMUSG00000043631,Ecm2,-0.580752615,4.0192291000000004,20.017140857023,7.67510813642e-6,6.5001902318159e-4,DOWN,"extracellular matrix protein 2, female organ and adipocyte specific"
10574,ENSMUSG00000051985,Igfn1,1.398210148,4.4298179,20.015996615374,7.67970212946e-6,6.5001902318159e-4,UP,immunoglobulin-like and fibronectin type III domain containing 1
6261,ENSMUSG00000031431,Tsc22d3,0.650517376,7.4639686,19.935992430096,8.00784920946e-6,6.6297245473081e-4,UP,"TSC22 domain family, member 3"
8134,ENSMUSG00000037977,6430571L13Rik,-0.597029509,5.4122163,19.93963196796,7.99262002265e-6,6.6297245473081e-4,DOWN,RIKEN cDNA 6430571L13 gene
