,Ensembl,Symbol,s28mo_AR_F-s22mo_AR_F_logFC,s28mo_AR_F-s22mo_AR_F_logCPM,s28mo_AR_F-s22mo_AR_F_LR,s28mo_AR_F-s22mo_AR_F_PValue,s28mo_AR_F-s22mo_AR_F_FDR,s28mo_AR_F-s22mo_AR_F_Status,Description
246,ENSMUSG00000001864,Aif1l,1.4826564179,2.7611257,21.2093297490951,4.11755280061e-6,0.00164198855570999,UP,allograft inflammatory factor 1-like
11420,ENSMUSG00000060548,Tnfrsf19,0.7031025844,3.6187644,21.0987031212549,4.3622325269000004e-06,0.00169254622043752,UP,"tumor necrosis factor receptor superfamily, member 19"
1044,ENSMUSG00000011179,Odc1,0.7638083153,6.3261436,20.9950573925358,4.60469759306e-6,0.00170216553060688,UP,"ornithine decarboxylase, structural 1"
7067,ENSMUSG00000033623,Pcgf3,0.6442639718,5.7695025,20.9869763536611,4.6241610263e-6,0.00170216553060688,UP,polycomb group ring finger 3
6064,ENSMUSG00000030852,Tacc2,0.712087237,10.2942488,20.4443010150023,6.13920922914e-6,0.00220336219234177,UP,"transforming, acidic coiled-coil containing protein 2"
10797,ENSMUSG00000054072,Iigp1,1.4664763599,2.7405231,20.1663877580683,7.09894335549e-6,0.00242648644789322,UP,interferon inducible GTPase 1
12487,ENSMUSG00000075330,A930003A15Rik,1.9227552929,-0.0211705,20.210882079091,6.93572661123e-6,0.00242648644789322,UP,RIKEN cDNA A930003A15 gene
13877,ENSMUSG00000107092,Gm7993,1.1249867172,2.3314359,20.0716768709973,7.45932194589e-6,0.00249037269430706,UP,predicted gene 7993
3085,ENSMUSG00000023043,Krt18,2.524952019,4.0887092,19.944047232128302,7.97418393355e-6,0.00260175873977441,UP,keratin 18
8492,ENSMUSG00000039081,Zfp503,-0.6360760508,4.3691997,19.8270816459268,8.47730480848e-6,0.00270444861845831,DOWN,zinc finger protein 503
281,ENSMUSG00000002055,Spag5,0.8519522189,2.2520272,19.6829393184608,9.14138598377e-6,0.0028529073300663,UP,sperm associated antigen 5
2846,ENSMUSG00000022510,Trp63,0.7036982986,3.9359279,19.4104161664328,1.054304633985e-5,0.00322033985648857,UP,transformation related protein 63
6485,ENSMUSG00000031889,Phaf1,0.5787152592,5.0232569,19.1940006765126,1.180839182513e-5,0.00353169318836642,UP,phagosome assembly factor 1
5423,ENSMUSG00000029174,Tbc1d1,-0.6250394539,7.4400125,18.9635152969274,1.332420685193e-5,0.00390372068502953,DOWN,"TBC1 domain family, member 1"
661,ENSMUSG00000005413,Hmox1,0.7948238679,3.3657566,18.7757244821974,1.470266859007e-5,0.00405906750536706,UP,heme oxygenase 1
4585,ENSMUSG00000027313,Chac1,0.9519759601,6.4209625,18.7816157403362,1.465732149474e-5,0.00405906750536706,UP,"ChaC, cation transport regulator 1"
12633,ENSMUSG00000078972,Gm15557,2.4018306395,0.1528167,18.8129806703212,1.441824868169e-5,0.00405906750536706,UP,predicted gene 15557
3401,ENSMUSG00000024413,Npc1,0.5080822567,5.3739116,18.5136234686154,1.686941757145e-5,0.00456938412558086,UP,NPC intracellular cholesterol transporter 1
7565,ENSMUSG00000035686,Thrsp,-0.8167040261,3.4350545,18.3996346905078,1.790923132255e-5,0.00476120231234432,DOWN,thyroid hormone responsive
3134,ENSMUSG00000023277,Twf2,0.4820732193,7.1770721,18.3297447828566,1.857836937452e-5,0.00484929219528578,UP,twinfilin actin binding protein 2
3818,ENSMUSG00000025384,Faap100,-0.5623954667,3.8116259,18.2382192797492,1.949278350157e-5,0.00499711428479606,DOWN,Fanconi anemia core complex associated protein 100
4179,ENSMUSG00000026342,Slc35f5,0.5040874563,5.1578062,17.9482671961316,2.269909727878e-5,0.00571698667603942,UP,"solute carrier family 35, member F5"
7380,ENSMUSG00000034858,Fam214a,0.4649272518,5.7993013,17.9101412958367,2.315837967802e-5,0.00573209825271878,UP,"family with sequence similarity 214, member A"
6029,ENSMUSG00000030772,Dkk3,-0.6652050909,4.2832526,17.7207932298797,2.558149837621e-5,0.00622454221506738,DOWN,dickkopf WNT signaling pathway inhibitor 3
9490,ENSMUSG00000043415,Otud1,1.7475053704,5.1718361,17.598817719397,2.727578659946e-5,0.00649510046316614,UP,OTU domain containing 1
13130,ENSMUSG00000090015,Gm15446,0.8908043711,3.3008917,17.5764644807826,2.759829536452e-5,0.00649510046316614,UP,predicted gene 15446
12833,ENSMUSG00000084929,Foxo6os,-1.1315915613,1.5831753,17.4162210680373,3.002526658366e-5,0.00695230204959914,DOWN,"forkhead box O6, opposite strand"
744,ENSMUSG00000006191,Cdkal1,0.5318249892,3.7614284,17.3234188984386,3.152773684606e-5,0.00718432047876328,UP,CDK5 regulatory subunit associated protein 1-like 1
476,ENSMUSG00000003528,Slc25a1,-0.8145706998,2.8798232,17.2324272274522,3.3074254147e-5,0.00741896863334924,DOWN,"solute carrier family 25 (mitochondrial carrier, citrate transporter), member 1"
12988,ENSMUSG00000086801,Gm15943,0.5312417464,6.2862735,16.9017490870211,3.936529258603e-5,0.00869427908253985,UP,predicted gene 15943
1225,ENSMUSG00000015357,Clpx,0.4659418764,6.8860433,16.6408411479737,4.516787755077e-5,0.00967806044953545,UP,caseinolytic mitochondrial matrix peptidase chaperone subunit
6377,ENSMUSG00000031666,Rbl2,0.4555166116,6.3072843,16.6605486383994,4.470103037085e-5,0.00967806044953545,UP,RB transcriptional corepressor like 2
3231,ENSMUSG00000024042,Sik1,0.9466813651,4.6145297,16.5550990811793,4.725674429716e-5,0.00983214233521863,UP,salt inducible kinase 1
4118,ENSMUSG00000026185,Igfbp5,-0.6085096926,7.2764567,16.5626053555003,4.707005879232e-5,0.00983214233521863,DOWN,insulin-like growth factor binding protein 5
204,ENSMUSG00000001552,Jup,0.5005621533,6.694095,16.5255637296718,4.799856208669e-5,0.00984381939023652,UP,junction plakoglobin
13699,ENSMUSG00000102573,Gm7265,0.6351497526,3.437139,16.4025304427731,5.121681036811e-5,0.01035589478372825,UP,predicted gene 7265
1254,ENSMUSG00000015711,Prune1,0.4454092349,6.2857773,16.3198630878072,5.350021500594e-5,0.01049733534359547,UP,prune exopolyphosphatase
2858,ENSMUSG00000022533,Atp13a3,0.6685615508,5.4048771,16.3003689459023,5.405342615056e-5,0.01049733534359547,UP,ATPase type 13A3
10662,ENSMUSG00000052837,Junb,0.7937232958,3.4974595,16.2983875471485,5.410997599791e-5,0.01049733534359547,UP,jun B proto-oncogene
10604,ENSMUSG00000052373,Mpp3,-0.6851699981,4.4393564,16.2238005656436,5.628255238771e-5,0.01077323096104103,DOWN,"membrane protein, palmitoylated 3 (MAGUK p55 subfamily member 3)"
8833,ENSMUSG00000040350,Trim7,-0.4519987068,5.4895993,15.7363531670675,7.281130946876e-5,0.01375367314123107,DOWN,tripartite motif-containing 7
2370,ENSMUSG00000021388,Aspn,-0.5732396196,3.4397378,15.6650281057221,7.560937199051e-5,0.01409672914669902,DOWN,asporin
975,ENSMUSG00000009633,G0s2,-0.7059339361,4.0229692,15.5123098688181,8.196971199656e-5,0.01483580616903165,DOWN,G0/G1 switch gene 2
3096,ENSMUSG00000023067,Cdkn1a,0.8862140789,5.6356044,15.5384216284021,8.084526634995e-5,0.01483580616903165,UP,cyclin-dependent kinase inhibitor 1A (P21)
7479,ENSMUSG00000035247,Hectd1,0.4682744179,8.1434126,15.4726628738827,8.370718164471e-5,0.01483580616903165,UP,HECT domain E3 ubiquitin protein ligase 1
11359,ENSMUSG00000059890,Ube4a,0.5213940302,6.0015704,15.4774047723128,8.349743948892e-5,0.01483580616903165,UP,ubiquitination factor E4A
4500,ENSMUSG00000027107,Chrna1,0.7342050272,4.4729302,15.3278367243482,9.037493948366e-5,0.01582222721009126,UP,"cholinergic receptor, nicotinic, alpha polypeptide 1 (muscle)"
9095,ENSMUSG00000041417,Pik3r1,-0.4517584331,5.5475719,15.257038312752,9.382646064095e-5,0.01622858637303023,DOWN,phosphoinositide-3-kinase regulatory subunit 1
8006,ENSMUSG00000037447,Arid5a,0.9209654726,3.5711409,15.1041772073923,1.0173791624236e-4,0.01738749435208879,UP,AT rich interactive domain 5A (MRF1-like)
694,ENSMUSG00000005686,Ampd3,0.7868113711,5.1931133,14.8155769652471,1.185522185134e-4,0.01912287246043137,UP,adenosine monophosphate deaminase 3
7732,ENSMUSG00000036432,Siah2,0.5525603898,3.3769613,14.893057401828,1.1378095976607e-4,0.01912287246043137,UP,siah E3 ubiquitin protein ligase 2
8263,ENSMUSG00000038332,Sesn1,0.4535385127,5.3683846,14.8674201716432,1.1533791754046e-4,0.01912287246043137,UP,sestrin 1
9276,ENSMUSG00000042254,Cilp,0.9679580148,6.3144462,14.8442425551408,1.1676395310262e-4,0.01912287246043137,UP,"cartilage intermediate layer protein, nucleotide pyrophosphohydrolase"
10775,ENSMUSG00000053886,Sh2d4a,0.8085760177,2.6670589,14.8254016835964,1.1793623223407e-4,0.01912287246043137,UP,SH2 domain containing 4A
9806,ENSMUSG00000045968,Teddm2,0.8016477636,2.0414152,14.7238860598132,1.2445949482179e-4,0.01985267230735189,UP,transmembrane epididymal family member 2
2141,ENSMUSG00000020844,Nxn,0.4870843596,5.7918756,14.6621625166671,1.2860211819094e-4,0.02028804405218938,UP,nucleoredoxin
10758,ENSMUSG00000053716,Dusp7,-0.6008167869,4.2058854,14.6139547879106,1.3193394979158e-4,0.0205874324261738,DOWN,dual specificity phosphatase 7
2770,ENSMUSG00000022358,Fbxo32,0.7531916177,9.5266597,14.3752261878874,1.4975971782355e-4,0.02311774740940799,UP,F-box protein 32
11410,ENSMUSG00000060429,Sntb1,-0.6408716148,3.5192623,14.3188628419817,1.5431086690008e-4,0.02356688090657002,DOWN,"syntrophin, basic 1"
2400,ENSMUSG00000021477,Ctsl,0.5856875947,6.9567152,14.2219867197147,1.6246117497823e-4,0.0237989043672193,UP,cathepsin L
5521,ENSMUSG00000029416,Slc15a4,0.7105134347,4.256503,14.2574859984319,1.5942542679101e-4,0.0237989043672193,UP,"solute carrier family 15, member 4"
11384,ENSMUSG00000060147,Serpinb6a,0.4875224417,7.5762181,14.2239893286093,1.622883811614e-4,0.0237989043672193,UP,"serine (or cysteine) peptidase inhibitor, clade B, member 6a"
12844,ENSMUSG00000085088,4931413K12Rik,1.4218178259,0.6069381,14.2661006632962,1.5869739105372e-4,0.0237989043672193,UP,RIKEN cDNA 4931413K12 gene
2769,ENSMUSG00000022357,Klhl38,0.470974379,6.7918663,14.1947126752045,1.6483302784886e-4,0.02390245401816485,UP,kelch-like 38
1994,ENSMUSG00000020546,Stxbp4,-0.4976084088,4.7577276,14.1676621889999,1.6721988784078e-4,0.02400608709842319,DOWN,syntaxin binding protein 4
912,ENSMUSG00000008429,Herpud2,0.408382395,5.8655366,13.9729835622425,1.8545644799946e-4,0.02542574739430142,UP,HERPUD family member 2
4643,ENSMUSG00000027438,Napb,0.5314599676,5.2349652,13.9678423284517,1.8596429899704e-4,0.02542574739430142,UP,N-ethylmaleimide sensitive fusion protein attachment protein beta
9437,ENSMUSG00000042961,Egflam,-0.4802946284,4.1300426,14.0176632874307,1.8110139262616e-4,0.02542574739430142,DOWN,"EGF-like, fibronectin type III and laminin G domains"
9992,ENSMUSG00000047407,Tgif1,0.9755570114,2.3522026,13.9961803731239,1.8318238216809e-4,0.02542574739430142,UP,TGFB-induced factor homeobox 1
12937,ENSMUSG00000086219,Srrm4os,0.872824833,2.1623196,14.0110822142146,1.8173634010979e-4,0.02542574739430142,UP,"serine/arginine repetitive matrix 4, opposite strand"
474,ENSMUSG00000003526,Prodh,-0.5158259204,3.5601458,13.827154594716,2.0041864176484e-4,0.02695892283194954,DOWN,proline dehydrogenase
9020,ENSMUSG00000041075,Fzd7,0.525719599,5.9844628,13.822331657962,2.0093373802024e-4,0.02695892283194954,UP,frizzled class receptor 7
3692,ENSMUSG00000025129,Ppp1r27,0.7209364189,6.430212,13.7978634723941,2.035675939624e-4,0.02705941091596588,UP,"protein phosphatase 1, regulatory subunit 27"
11038,ENSMUSG00000056493,Foxk1,0.4495026995,5.1913419,13.7788616721221,2.0563699886493e-4,0.02708371335509244,UP,forkhead box K1
8806,ENSMUSG00000040253,Gbp7,1.0050774067,2.725204,13.7060196089384,2.1376820887849e-4,0.02789869460599659,UP,guanylate binding protein 7
12569,ENSMUSG00000078606,Gvin2,1.297030595,3.4085985,13.6667614139083,2.1828408577942e-4,0.02823140842747264,UP,"GTPase, very large interferon inducible, family member 2"
2663,ENSMUSG00000022105,Rb1,0.7056193919,4.8603106,13.6345326725581,2.220631294663e-4,0.02846373470194916,UP,RB transcriptional corepressor 1
5911,ENSMUSG00000030513,Pcsk6,-0.4184050118,4.6870145,13.5101871473522,2.3727187616378e-4,0.0301440270283826,DOWN,proprotein convertase subtilisin/kexin type 6
11102,ENSMUSG00000057137,Tmem140,0.7008930005,6.0938504,13.4906252082421,2.3975829687069e-4,0.03019272026206798,UP,transmembrane protein 140
2300,ENSMUSG00000021226,Acot2,0.5677823711,5.7197205,13.4281403308578,2.4787771977138e-4,0.03067700469860331,UP,acyl-CoA thioesterase 2
5022,ENSMUSG00000028348,Cavin4,0.4107517807,7.211828,13.4283315340699,2.4785245639545e-4,0.03067700469860331,UP,caveolae associated 4
8447,ENSMUSG00000038894,Irs2,1.1853582661,5.2660078,13.4077261745576,2.5058999464347e-4,0.03074416863177858,UP,insulin receptor substrate 2
10255,ENSMUSG00000049382,Krt8,2.2917996881,1.9486683,13.3919722523352,2.5270353152339e-4,0.03074416863177858,UP,keratin 8
7723,ENSMUSG00000036390,Gadd45a,1.351998274,5.7714203,13.309802783099,2.6402213183364e-4,0.03163841790203286,UP,growth arrest and DNA-damage-inducible 45 alpha
14180,ENSMUSG00000114432,Gm49391,-2.1275484686,-0.1757066,13.3066847116065,2.6446155950431e-4,0.03163841790203286,DOWN,"predicted gene, 49391"
961,ENSMUSG00000009471,Myod1,-0.6659262547,3.9397665,13.2500589434199,2.7257129874706e-4,0.0318132810147385,DOWN,myogenic differentiation 1
10188,ENSMUSG00000048852,Gm12185,1.5513056589,-0.2758175,13.2551136650069,2.7183730126759e-4,0.0318132810147385,UP,predicted gene 12185
11163,ENSMUSG00000057719,Sh3rf2,0.4590356108,5.666233,13.2528793568497,2.7216149973942e-4,0.0318132810147385,UP,SH3 domain containing ring finger 2
3477,ENSMUSG00000024597,Slc12a2,0.4414076417,6.4709291,13.2084871503453,2.7868423440897e-4,0.03200632695340218,UP,"solute carrier family 12, member 2"
11125,ENSMUSG00000057337,Chst3,-1.1177757711,1.0586669,13.2197886988834,2.7700884530762e-4,0.03200632695340218,DOWN,carbohydrate sulfotransferase 3
2779,ENSMUSG00000022371,Col14a1,-0.546836874,3.2345509,13.1529667829869,2.870643598964e-4,0.03244957441474647,DOWN,"collagen, type XIV, alpha 1"
5662,ENSMUSG00000029718,Pcolce,-0.4506319962,4.575364,13.1635993339758,2.8544006954771e-4,0.03244957441474647,DOWN,procollagen C-endopeptidase enhancer protein
1284,ENSMUSG00000015944,Castor2,0.4793749109,6.5054254,13.1220655910495,2.9183809509565e-4,0.03247773405576145,UP,cytosolic arginine sensor for mTORC1 subunit 2
4038,ENSMUSG00000026014,Raph1,0.4401509466,4.7754371,13.1291510254607,2.9073648612519e-4,0.03247773405576145,UP,Ras association (RalGDS/AF-6) and pleckstrin homology domains 1
9599,ENSMUSG00000044337,Ackr3,-0.5031268489,3.8428795,13.0445404168392,3.0416979049352e-4,0.03358970394096152,DOWN,atypical chemokine receptor 3
9916,ENSMUSG00000046806,Cyren,0.6392971203,5.6415772,12.8664185712378,3.3453121345404e-4,0.03666053511714739,UP,cell cycle regulator of NHEJ
3271,ENSMUSG00000024109,Nrxn1,2.8034924096,0.8956827,12.8510118986667,3.3729679745552e-4,0.0366835820020572,UP,neurexin I
1566,ENSMUSG00000019102,Aldh3a1,1.455292481,-0.0298154,12.7431763621235,3.5731035961286e-4,0.037996648315572,UP,"aldehyde dehydrogenase family 3, subfamily A1"
7491,ENSMUSG00000035296,Sgcg,0.4088215353,7.4097043,12.7554124880874,3.5498045781088e-4,0.037996648315572,UP,"sarcoglycan, gamma (dystrophin-associated glycoprotein)"
10142,ENSMUSG00000048489,Depp1,0.9212921021,4.6434801,12.7710044438558,3.5203375378229e-4,0.037996648315572,UP,DEPP1 autophagy regulator
13698,ENSMUSG00000102564,Gm37035,-0.7652295576,1.9779839,12.6985789609282,3.6593355392121e-4,0.03862751544186004,DOWN,"predicted gene, 37035"
4384,ENSMUSG00000026819,Slc25a25,-0.9982489567,6.1323117,12.5262088974507,4.0128318214394e-4,0.04204979096977026,DOWN,"solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 25"
3099,ENSMUSG00000023074,Mospd1,0.3907823908,6.057662,12.4575820682324,4.1629849261449e-4,0.04238568198562944,UP,motile sperm domain containing 1
4181,ENSMUSG00000026353,Ubxn4,0.4800343454,6.5532084,12.4779363933872,4.1178684404226e-4,0.04238568198562944,UP,UBX domain protein 4
6352,ENSMUSG00000031609,Sap30,0.7776110518,2.4468626,12.4660972284484,4.1440502404513e-4,0.04238568198562944,UP,sin3 associated polypeptide
7781,ENSMUSG00000036617,Etl4,0.38787338180000003,6.6721004,12.4870269086383,4.0978784729419e-4,0.04238568198562944,UP,enhancer trap locus 4
5000,ENSMUSG00000028291,Akirin2,0.4223896098,4.6369585,12.4415673131074,4.1988328232812e-4,0.04244960845846922,UP,akirin 2
4405,ENSMUSG00000026854,Usp20,0.433743031,4.607582,12.347646912681,4.4154266152285e-4,0.04432717796379138,UP,ubiquitin specific peptidase 20
2975,ENSMUSG00000022797,Tfrc,-0.7201278287,5.1409465,12.1319214501117,4.9566023951352e-4,0.04907378205831865,DOWN,transferrin receptor
3261,ENSMUSG00000024085,Man2a1,-0.4529943923,3.8685524,12.1331387778286,4.9533679748268e-4,0.04907378205831865,DOWN,"mannosidase 2, alpha 1"
4060,ENSMUSG00000026051,Ecrg4,-1.9522250312,0.2352416,12.1065304303635,5.0245540049776e-4,0.04937078863027939,DOWN,ECRG4 augurin precursor
4665,ENSMUSG00000027498,Cstf1,0.4109136492,4.5388269,12.0951253374112,5.0553816722283e-4,0.04937078863027939,UP,"cleavage stimulation factor, 3' pre-RNA, subunit 1"
6364,ENSMUSG00000031636,Pdlim3,0.5037203258,9.4678798,12.0448385120976,5.1935986117764e-4,0.05037790653423201,NA,PDZ and LIM domain 3
3709,ENSMUSG00000025153,Fasn,-1.1518720423,6.3540664,11.9973193347639,5.3277129652593e-4,0.05065208432401538,NA,fatty acid synthase
6015,ENSMUSG00000030747,Dgat2,-0.4393933102,6.1367765,12.0219996191695,5.2576265688549e-4,0.05065208432401538,NA,diacylglycerol O-acyltransferase 2
6304,ENSMUSG00000031519,Asb5,0.4897342759,7.3371084,12.0084855012246,5.2958875153204e-4,0.05065208432401538,NA,ankyrin repeat and SOCs box-containing 5
1695,ENSMUSG00000019920,Lims1,0.3860527811,5.5413568,11.9344188450262,5.5106315260704e-4,0.05204646459754472,NA,LIM and senescent cell antigen-like domains 1
3898,ENSMUSG00000025602,Zfp202,-0.7547517262,1.7613841,11.8740672968319,5.6920968483104e-4,0.05340898193094475,NA,zinc finger protein 202
5325,ENSMUSG00000028986,Klhl7,0.3749237801,5.5599077,11.8517185494691,5.7608157433138e-4,0.05370277325390527,NA,kelch-like 7
5248,ENSMUSG00000028841,Cnksr1,0.3625819353,6.4505743,11.804543599309,5.9086344537353e-4,0.05437458731911798,NA,connector enhancer of kinase suppressor of Ras 1
12366,ENSMUSG00000074207,Adh1,-0.4293489687,4.6991061,11.8066439582351,5.9019724085828e-4,0.05437458731911798,NA,alcohol dehydrogenase 1 (class I)
5471,ENSMUSG00000029298,Gbp9,0.7342569303,3.3195059,11.7379723171409,6.1237705330439e-4,0.05564104415973324,NA,guanylate-binding protein 9
13580,ENSMUSG00000099041,Gm28035,-1.0400866051,1.3608248,11.7478600090238,6.091323447634e-4,0.05564104415973324,NA,"predicted gene, 28035"
2620,ENSMUSG00000022003,Slc25a30,-0.6387929938,2.5234918,11.7212339140433,6.1790970062204e-4,0.05579063938446593,NA,"solute carrier family 25, member 30"
5256,ENSMUSG00000028854,Slc9a1,0.5007688957,4.0812543,11.6813980581383,6.3128079475583e-4,0.05651882408809125,NA,"solute carrier family 9 (sodium/hydrogen exchanger), member 1"
10016,ENSMUSG00000047591,Mafa,-0.4854898217,6.2963679,11.6738454954237,6.3384861230027e-4,0.05651882408809125,NA,"v-maf musculoaponeurotic fibrosarcoma oncogene family, protein A (avian)"
13548,ENSMUSG00000097974,Gm10605,-0.4390968817,4.62129,11.6609757091612,0.00063824857537785995,0.05655985523533693,NA,predicted gene 10605
1741,ENSMUSG00000020038,Cry1,-0.4192664042,3.906239,11.5820078323292,6.6592999799698e-4,0.05865086534505923,NA,cryptochrome 1 (photolyase-like)
1438,ENSMUSG00000018143,Mafk,0.634212443,5.4535383,11.4554735110289,7.1283722850474e-4,0.06202115910554027,NA,"v-maf musculoaponeurotic fibrosarcoma oncogene family, protein K (avian)"
12835,ENSMUSG00000084939,Gm830,0.9171982935,2.0329949,11.46289254614,7.0999701502605e-4,0.06202115910554027,NA,predicted gene 830
7696,ENSMUSG00000036275,9530068E07Rik,0.3737884593,6.3819633,11.4387978765361,7.1926309342117e-4,0.06220325885032778,NA,RIKEN cDNA 9530068E07 gene
12624,ENSMUSG00000078921,Tgtp2,1.4042259138,2.2195767,11.4271381633471,7.2379083586381e-4,0.06222000742311934,NA,T cell specific GTPase 2
5447,ENSMUSG00000029217,Tec,0.7479633292,2.335713,11.383194532014,7.411155174163e-4,0.06313944805983061,NA,tec protein tyrosine kinase
