,Ensembl,Symbol,s06mo_AR_F-s06mo_C_F_logFC,s06mo_AR_F-s06mo_C_F_logCPM,s06mo_AR_F-s06mo_C_F_LR,s06mo_AR_F-s06mo_C_F_PValue,s06mo_AR_F-s06mo_C_F_FDR,s06mo_AR_F-s06mo_C_F_Status,Description
1064,ENSMUSG00000012705,Retn,1.5134697494,1.134147,27.464955512199,1.599670292e-7,5.493892044311e-5,UP,resistin
11855,ENSMUSG00000070436,Serpinh1,-0.6169640269,5.0154684,27.0050168508926,2.0292808695e-7,6.80340569633e-5,DOWN,"serine (or cysteine) peptidase inhibitor, clade H, member 1"
7389,ENSMUSG00000035459,Stab2,0.7744819501,3.7804943,26.4986294628051,2.6372515044e-7,8.636078705478e-5,UP,stabilin 2
12481,ENSMUSG00000080058,Gm11175,-0.7987594377,3.7029596,26.2221629450737,3.0430989141e-7,9.738608138624e-5,DOWN,predicted gene 11175
5242,ENSMUSG00000028989,Angptl7,2.3772025698,5.094796,26.1608474539995,3.1412749152e-7,9.829398240283e-5,UP,angiopoietin-like 7
11632,ENSMUSG00000066687,Zbtb16,0.7455722033,6.2013005,26.0482815272785,3.3298509939e-7,1.0192963444603e-4,UP,zinc finger and BTB domain containing 16
928,ENSMUSG00000009013,Dynll1,-0.6302181123,4.0615119,25.9954698023785,3.4221944782e-7,1.0252749031555e-4,DOWN,dynein light chain LC8-type 1
994,ENSMUSG00000010122,Slc47a1,-0.5860400369,4.3769919,25.743237990454,3.8999102977e-7,1.1157465536681e-4,DOWN,"solute carrier family 47, member 1"
3245,ENSMUSG00000024164,C3,0.8951698774,5.009295,25.7128091893771,3.9618867753e-7,1.1157465536681e-4,UP,complement component 3
5681,ENSMUSG00000030103,Bhlhe40,-0.6133307256,6.5954677,25.733722808432,3.9191853761e-7,1.1157465536681e-4,DOWN,"basic helix-loop-helix family, member e40"
8672,ENSMUSG00000040339,Fam102b,0.8886109795,2.9761242,25.5884199830669,4.2256774629e-7,1.1667012618777e-4,UP,"family with sequence similarity 102, member B"
58,ENSMUSG00000000489,Pdgfb,-0.6473607461,4.5151085,25.5235222057451,4.3702233416e-7,1.1834060552594e-4,DOWN,"platelet derived growth factor, B polypeptide"
2523,ENSMUSG00000021876,Rnase4,0.6345314236,3.8992393,25.4384545995959,4.5672274447e-7,1.2134175405472e-4,UP,"ribonuclease, RNase A family 4"
8285,ENSMUSG00000038855,Itpkb,-0.7098514737,5.1432347,25.2581482704091,5.0147266205e-7,1.3076363989676e-4,DOWN,"inositol 1,4,5-trisphosphate 3-kinase B"
13951,ENSMUSG00000115852,Gm52969,-1.4706203092,0.498903,24.142343845422,8.9471162739e-7,2.2906244409777e-4,DOWN,"predicted gene, 52969"
1157,ENSMUSG00000014846,Tppp3,-0.6496988451,4.6465295,23.7475288348491,1.09836308492e-6,2.7352350328888e-4,DOWN,tubulin polymerization-promoting protein family member 3
8507,ENSMUSG00000039703,Nploc4,0.6045381789,6.8178077,23.732062000602,1.10722531691e-6,2.7352350328888e-4,UP,"NPL4 homolog, ubiquitin recognition factor"
760,ENSMUSG00000006369,Fbln1,1.2242264449,2.6159316,23.6056354219176,1.18240725087e-6,2.8705993964798e-4,UP,fibulin 1
4410,ENSMUSG00000027075,Slc43a1,0.8915987392,4.4091602,23.257891306355,1.41667968167e-6,3.3810621351865e-4,UP,"solute carrier family 43, member 1"
7188,ENSMUSG00000034614,Pik3ip1,0.5829510698,5.800805,23.0196707111719,1.60352275347e-6,3.7195709111774e-4,UP,phosphoinositide-3-kinase interacting protein 1
12770,ENSMUSG00000087090,Nctc1,0.5897035792,7.2240048,23.0103123277825,1.61134738713e-6,3.7195709111774e-4,UP,non-coding transcript 1
3075,ENSMUSG00000023224,Serping1,0.6357541052,4.8827473,22.856679098639,1.74541734388e-6,3.9640680030943e-4,UP,"serine (or cysteine) peptidase inhibitor, clade G, member 1"
5604,ENSMUSG00000029816,Gpnmb,1.2069487908,1.7982559,22.6290536166549,1.96490697321e-6,4.334003155911e-4,UP,glycoprotein (transmembrane) nmb
10130,ENSMUSG00000049804,Armcx4,-0.7018290908,4.9447631,22.6242150604741,1.96986152956e-6,4.334003155911e-4,DOWN,"armadillo repeat containing, X-linked 4"
12933,ENSMUSG00000090799,Klhl33,0.5977371761,7.615094,22.5755521168789,2.02039332125e-6,4.3767935933292e-4,UP,kelch-like 33
1908,ENSMUSG00000020427,Igfbp3,0.87872417840000006,3.0830986,22.4767551547312,2.12702011793e-6,4.5379651940375e-4,UP,insulin-like growth factor binding protein 3
401,ENSMUSG00000002985,Apoe,0.5837444112,6.3067992,22.4332468466644,2.17574980089e-6,4.5726467084128e-4,UP,apolipoprotein E
13166,ENSMUSG00000097239,Gm27029,-1.7056322157,0.3869199,22.3657251638697,2.25360189553e-6,4.6666129839793e-4,DOWN,"predicted gene, 27029"
7759,ENSMUSG00000037071,Scd1,2.301365715,6.4592305,22.2446023200224,2.40032596684e-6,4.8984043390031e-4,UP,stearoyl-Coenzyme A desaturase 1
9444,ENSMUSG00000044461,Shisa2,-0.5876827825,7.0565595,22.1509035921295,2.52037315186e-6,5.0699106216236e-4,DOWN,shisa family member 2
2258,ENSMUSG00000021215,Net1,0.6265274965,5.5626871,22.0428378099695,2.66632725523e-6,5.2145214001323e-4,UP,neuroepithelial cell transforming gene 1
4882,ENSMUSG00000028195,Ccn1,0.8623781571,4.7515177,22.0525332879096,2.65289329169e-6,5.2145214001323e-4,UP,cellular communication network factor 1
9675,ENSMUSG00000046318,Ccbe1,1.5515330854,0.5586673,21.9038796327152,2.86653808894e-6,5.5292771000678e-4,UP,collagen and calcium binding EGF domains 1
6308,ENSMUSG00000031762,Mt2,1.1667847202,2.1824983,21.8010602507209,3.02432963654e-6,5.7548088665048e-4,UP,metallothionein 2
10650,ENSMUSG00000054641,Mmrn1,1.4702412328,0.8567164,21.6255827268499,3.31401969228e-6,6.2219615049482e-4,UP,multimerin 1
4657,ENSMUSG00000027660,Skil,-0.7679935446,3.2713262,21.5983331755187,3.36143832374e-6,6.2279490837789e-4,DOWN,SKI-like
10694,ENSMUSG00000055044,Pdlim1,-0.9910011212,4.5724303,21.376816400966,3.77306116702e-6,6.8998018562252e-4,DOWN,PDZ and LIM domain 1 (elfin)
8585,ENSMUSG00000039997,Ifi203,-1.0394136175,2.0466515,21.3354750602449,3.85530693663e-6,6.9598175608718e-4,DOWN,interferon activated gene 203
7590,ENSMUSG00000036395,Glb1l2,1.4616233876,1.5022548,21.1751510111154,4.19164064235e-6,7.4712015044226e-4,UP,"galactosidase, beta 1-like 2"
8622,ENSMUSG00000040152,Thbs1,1.4121697121,3.1316308,21.1337178782808,4.28324974045e-6,7.5390549494139e-4,UP,thrombospondin 1
7154,ENSMUSG00000034472,Rasd2,0.6260488687,6.9033672,20.955689131891,4.70029910047e-6,7.9740857390128e-4,UP,"RASD family, member 2"
8625,ENSMUSG00000040170,Fmo2,0.6542528819,4.2158991,20.959816500067,4.69018347353e-6,7.9740857390128e-4,UP,flavin containing monooxygenase 2
11149,ENSMUSG00000059890,Ube4a,0.6552754737,5.9089628,20.9618181458643,4.68528557753e-6,7.9740857390128e-4,UP,ubiquitination factor E4A
10624,ENSMUSG00000054404,Slfn5,-0.5283698397,4.803931,20.8502104523769,4.96637686185e-6,8.3251848323598e-4,DOWN,schlafen 5
6233,ENSMUSG00000031596,Slc7a2,0.758125092,6.9957736,20.8210948307489,5.04245017367e-6,8.3532636347695e-4,UP,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 2"
9618,ENSMUSG00000045838,Ccdc9b,0.5240078713,5.2811142,20.7556394606783,5.21776957177e-6,8.5431875976886e-4,UP,coiled-coil domain containing 9B
6288,ENSMUSG00000031722,Hp,1.831041914,1.1192058,20.6620200493419,5.47921238271e-6,8.7673624501125e-4,UP,haptoglobin
10163,ENSMUSG00000050071,Bex1,-0.5623467421,4.4361561,20.6748770386582,5.44254333266e-6,8.7673624501125e-4,DOWN,brain expressed X-linked 1
4572,ENSMUSG00000027459,Fam110a,-1.4031609928,0.6031721,20.6357767966452,5.55483146496e-6,8.7884923436158e-4,DOWN,"family with sequence similarity 110, member A"
6898,ENSMUSG00000033416,Gucd1,0.5912121578,6.453768,20.5527764238043,5.80095939821e-6,9.0759232540226e-4,UP,guanylyl cyclase domain containing 1
7970,ENSMUSG00000037887,Dusp8,-0.6108030006,4.9541276,20.2197196772681,6.9037591761e-6,0.00106826190064546,DOWN,dual specificity phosphatase 8
5714,ENSMUSG00000030218,Mgp,0.5412179782,4.0184324,20.1926688031629,7.00207726772e-6,0.00107169836964005,UP,matrix Gla protein
1723,ENSMUSG00000020044,Timp3,0.5848490205,6.6646173,20.1505222756733,7.15806998144e-6,0.00108379336998573,UP,tissue inhibitor of metalloproteinase 3
5042,ENSMUSG00000028572,Hook1,0.4863653486,5.3996686,19.8778475774677,8.25513746814e-6,0.00123660202860524,UP,hook microtubule tethering protein 1
3551,ENSMUSG00000024924,Vldlr,0.6135621424,8.090632,19.8171478147623,8.5214755631e-6,0.00126306207793776,UP,very low density lipoprotein receptor
883,ENSMUSG00000008035,Mid1ip1,0.6325787172,5.3586671,19.7501405861376,8.82552019673e-6,0.00128115618443545,UP,Mid1 interacting protein 1 (gastrulation specific G12-like (zebrafish))
4248,ENSMUSG00000026676,Ccdc3,1.3609004336,2.7365838,19.7512211832254,8.82053161643e-6,0.00128115618443545,UP,coiled-coil domain containing 3
4295,ENSMUSG00000026790,Odf2,0.6308096302,3.9340565,19.687693936276,9.1186694326e-6,0.00130043055964477,UP,outer dense fiber of sperm tails 2
11663,ENSMUSG00000067235,H2-Q10,2.140259132,-0.4737118,19.6826013238464,9.14300301149e-6,0.00130043055964477,UP,"histocompatibility 2, Q region locus 10"
10485,ENSMUSG00000052974,Cyp2f2,2.4068707753,-0.5752144,19.6032759703914,9.53056440272e-6,0.00134199877354757,UP,"cytochrome P450, family 2, subfamily f, polypeptide 2"
10952,ENSMUSG00000057719,Sh3rf2,0.6310526694,5.4987506,19.5521697302602,9.78894953665e-6,0.00136473463787731,UP,SH3 domain containing ring finger 2
5381,ENSMUSG00000029287,Tgfbr3,0.5639772632,4.185585,19.4390439145272,1.038619171037e-5,0.00143380358307575,UP,"transforming growth factor, beta receptor III"
9580,ENSMUSG00000045466,Zfp956,0.5523336817,3.8483082,18.9581704062498,1.336158566493e-5,0.00182664551211602,UP,zinc finger protein 956
13017,ENSMUSG00000092595,Gm20427,-1.6792050889,0.1090061,18.9348089467146,1.352620106076e-5,0.00183136958785289,DOWN,predicted gene 20427
13817,ENSMUSG00000111409,Gm49380,-2.3714572255,-0.8055048,18.8007988912776,1.451063311851e-5,0.00194594499944554,DOWN,"predicted gene, 49380"
2113,ENSMUSG00000020848,Doc2b,2.0685884309,-0.4406983,18.7240318792806,1.510665653651e-5,0.00198800776346353,UP,"double C2, beta"
3123,ENSMUSG00000023868,Pde10a,-0.8554663722,2.1108165,18.7260169017924,1.509093927269e-5,0.00198800776346353,DOWN,phosphodiesterase 10A
2377,ENSMUSG00000021500,Ddx46,0.4969297717,5.9394929,18.6815951242333,1.544662881054e-5,0.00201392574334461,UP,DEAD box helicase 46
6088,ENSMUSG00000031250,Tnmd,1.7252043036,1.5834205,18.5765864555067,1.632128906466e-5,0.00210844102128049,UP,tenomodulin
4310,ENSMUSG00000026819,Slc25a25,-1.4224955574,6.2986841,18.5441109930765,1.660173500266e-5,0.00212517300520537,DOWN,"solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 25"
2729,ENSMUSG00000022357,Klhl38,0.5759497213,6.539177,18.4363757756207,1.756722939623e-5,0.00222147866723233,UP,kelch-like 38
3588,ENSMUSG00000024990,Rbp4,1.532868167,0.5116425,18.4253035474974,1.766959809175e-5,0.00222147866723233,UP,"retinol binding protein 4, plasma"
2140,ENSMUSG00000020908,Myh3,-0.872047945,2.1431403,18.3514727332565,1.836769498107e-5,0.00228880984980941,DOWN,"myosin, heavy polypeptide 3, skeletal muscle, embryonic"
10507,ENSMUSG00000053199,Arhgap20,-0.491850037,4.9385478,17.9984432096445,2.2108570073039998e-05,0.002730796273671,DOWN,Rho GTPase activating protein 20
3037,ENSMUSG00000023043,Krt18,1.5397411769,1.8130809,17.8808276015817,2.351784597222e-5,0.00287960686204212,UP,keratin 18
86,ENSMUSG00000000753,Serpinf1,0.9176162913,4.728758,17.6455440474953,2.661380635671e-5,0.0032305948905939,UP,"serine (or cysteine) peptidase inhibitor, clade F, member 1"
12023,ENSMUSG00000072969,Armcx5,0.7252294977,2.6185795,17.5802206553874,2.754383527403e-5,0.00331491234610019,UP,"armadillo repeat containing, X-linked 5"
9794,ENSMUSG00000047205,Dusp18,-1.0709654501,4.189469,17.5470565640688,2.802843241476e-5,0.00334464709179969,DOWN,dual specificity phosphatase 18
2478,ENSMUSG00000021759,Plpp1,-0.4506153933,5.3936646,17.4689811019749,2.920338174706e-5,0.00345556990235654,DOWN,phospholipid phosphatase 1
4246,ENSMUSG00000026674,Ddr2,0.5279856926,3.8131118,17.2503162486833,3.27643009897e-5,0.00384461768529991,UP,"discoidin domain receptor family, member 2"
12751,ENSMUSG00000086845,Gm13010,-0.934707235,1.5987426,17.2200280638247,3.32908151948e-5,0.00387411544428142,DOWN,predicted gene 13010
546,ENSMUSG00000004328,Hif3a,1.5927149465,-0.0757904,17.200058696168,3.364259588081e-5,0.00388296223440797,UP,"hypoxia inducible factor 3, alpha subunit"
1008,ENSMUSG00000010492,Uckl1os,0.4537720722,6.0003333,17.1505544993993,3.453085952027e-5,0.00395308156833344,UP,"uridine-cytidine kinase 1-like 1, opposite strand"
9586,ENSMUSG00000045573,Penk,1.1403909518,1.0884246,17.0898137235462,3.565301814608e-5,0.0040486302299601,UP,preproenkephalin
61,ENSMUSG00000000532,Acvr1b,0.7541561487,6.301407,16.9088785895275,3.921771660627e-5,0.00436473602431613,UP,"activin A receptor, type 1B"
2717,ENSMUSG00000022332,Khdrbs3,-0.8525174924,3.4088371,16.9016847421285,3.936662702138e-5,0.00436473602431613,DOWN,"KH domain containing, RNA binding, signal transduction associated 3"
4761,ENSMUSG00000027947,Il6ra,1.102769344,3.2651069,16.9224163557221,3.893902266942e-5,0.00436473602431613,UP,"interleukin 6 receptor, alpha"
2137,ENSMUSG00000020902,Ntn1,0.7229119746,3.2109503,16.8527151520224,4.039549862611e-5,0.00444382043870536,UP,netrin 1
405,ENSMUSG00000003032,Klf4,-0.9234461717,3.8099498,16.7289619341762,4.311772589702e-5,0.00468294530453509,DOWN,Kruppel-like factor 4 (gut)
7000,ENSMUSG00000033871,Ppargc1b,-0.7930527262,3.044802,16.7238371830507,4.323435051413e-5,0.00468294530453509,DOWN,"peroxisome proliferative activated receptor, gamma, coactivator 1 beta"
249,ENSMUSG00000001918,Slc1a5,0.7601684897,3.9305748,16.7051443425596,4.366244045689e-5,0.00469321239750765,UP,"solute carrier family 1 (neutral amino acid transporter), member 5"
7280,ENSMUSG00000034957,Cebpa,0.7158577169,2.7300261,16.4920094830714,4.885553734644e-5,0.00513384195056192,UP,"CCAAT/enhancer binding protein (C/EBP), alpha"
7600,ENSMUSG00000036438,Calm2,-0.5937869565,6.7767816,16.5010358201816,4.862350344121e-5,0.00513384195056192,DOWN,calmodulin 2
12976,ENSMUSG00000091712,Sec14l5,-0.5428492586,4.94469,16.514633431471,4.827604902424e-5,0.00513384195056192,DOWN,SEC14-like lipid binding 5
6037,ENSMUSG00000031109,Enox2,0.6787521448,4.1382228,16.4699021953728,4.942854806526e-5,0.00515558063190391,UP,ecto-NOX disulfide-thiol exchanger 2
10811,ENSMUSG00000056313,Tcim,-0.8603717381,3.1527018,16.4368022248654,5.029914283221e-5,0.00520781051632699,DOWN,transcriptional and immune response regulator
1566,ENSMUSG00000019278,Dpep1,0.639474064,3.1917875000000002,16.4147446936981,5.088784435512e-5,0.00523030464499637,UP,dipeptidase 1
1368,ENSMUSG00000017493,Igfbp4,0.5630980136,5.3296068,16.2903018958524,5.434136086911e-5,0.00554478769853637,UP,insulin-like growth factor binding protein 4
10953,ENSMUSG00000057722,Lepr,1.1515555192,1.3076652,16.2038166026353,5.687940543142e-5,0.00575988091110497,UP,leptin receptor
12041,ENSMUSG00000073375,Lrrc30,0.6443457784,6.0235548,16.1909359598559,5.726747585787e-5,0.00575988091110497,UP,leucine rich repeat containing 30
3582,ENSMUSG00000024978,Gpam,-0.5308723481,8.4200207,16.1103002766606,5.975813325868e-5,0.00596776081145795,DOWN,"glycerol-3-phosphate acyltransferase, mitochondrial"
4100,ENSMUSG00000026313,Hdac4,0.5120057623,5.4550368,15.7573744843884,7.200669617866e-5,0.0071270359868855,UP,histone deacetylase 4
4316,ENSMUSG00000026826,Nr4a2,-1.7586314698,0.8593539,15.7476232007326,7.23788187007e-5,0.0071270359868855,DOWN,"nuclear receptor subfamily 4, group A, member 2"
12222,ENSMUSG00000074971,Fibin,0.9486203783,3.145623,15.7054583615707,7.401028510128e-5,0.0072370751702163,UP,fin bud initiation factor homolog (zebrafish)
921,ENSMUSG00000008845,Cd163,0.8268761619,2.6049123,15.6248108347377,7.72345212021e-5,0.00750027098653004,UP,CD163 antigen
8461,ENSMUSG00000039497,Dse,0.8336880284,1.9923106,15.6017597724644,7.818179337004e-5,0.00754025912632598,UP,dermatan sulfate epimerase
4307,ENSMUSG00000026814,Eng,-0.5375376789,5.090183,15.5664281101154,7.965647000138e-5,0.00757866725736139,DOWN,endoglin
5111,ENSMUSG00000028708,Mknk1,0.4465542914,4.9823449,15.5722466412837,7.941170468015e-5,0.00757866725736139,UP,MAP kinase-interacting serine/threonine kinase 1
10478,ENSMUSG00000052921,Arhgef15,-0.5937726307,3.9707869,15.5460680395476,8.051893743499e-5,0.00760930978538355,DOWN,Rho guanine nucleotide exchange factor (GEF) 15
3376,ENSMUSG00000024481,Lvrn,0.9236714357,2.2110536,15.4790024905662,8.342688887708e-5,0.0078315601485219,UP,laeverin
13470,ENSMUSG00000103409,Lsmem2,-0.4904318548,4.3629885,15.456339474011,8.443325473508e-5,0.00787354079420369,DOWN,leucine-rich single-pass membrane protein 2
649,ENSMUSG00000005373,Mlxipl,-0.5015804499,6.0819085,15.4435786892463,8.500527134059e-5,0.00787473174833524,DOWN,MLX interacting protein-like
13798,ENSMUSG00000111000,Gm47108,-0.4707569196,4.0491453,15.4291063558683,8.565873029527e-5,0.00788340249207684,DOWN,"predicted gene, 47108"
12418,ENSMUSG00000079243,Xirp1,-0.635146878,7.4725907,15.3342204076279,9.007007600008e-5,0.00823556324777354,DOWN,xin actin-binding repeat containing 1
9111,ENSMUSG00000042254,Cilp,0.9971985637,5.1416118,15.3005702062667,9.168883054325e-5,0.00827609245435579,UP,"cartilage intermediate layer protein, nucleotide pyrophosphohydrolase"
9266,ENSMUSG00000042918,Mamstr,-0.5215213256,4.7400147,15.3083473831724,9.131212469128e-5,0.00827609245435579,DOWN,MEF2 activating motif and SAP domain containing transcriptional regulator
467,ENSMUSG00000003526,Prodh,0.8133347826,3.2886078,15.2753857503886,9.291946382892e-5,0.00833375140238932,UP,proline dehydrogenase
9409,ENSMUSG00000044197,Gpr146,-0.4511361913,5.5753496,15.2072283343082,9.633397351326e-5,0.00857747076916765,DOWN,G protein-coupled receptor 146
13570,ENSMUSG00000106019,Gm43672,0.5320980333,3.6751377,15.1970387481298,9.685518445406e-5,0.00857747076916765,UP,predicted gene 43672
9238,ENSMUSG00000042745,Id1,-0.8625997092,3.1057535,15.0736958140179,1.0339406540551e-4,0.0090993239685939,DOWN,"inhibitor of DNA binding 1, HLH protein"
4383,ENSMUSG00000026971,Itgb6,-0.5214861049,3.5519855,14.997784424243,1.0763747547663e-4,0.00941393349184193,DOWN,integrin beta 6
5801,ENSMUSG00000030465,Psd3,-0.5387951103,4.7671177,14.9482478268213,1.1050063261514e-4,0.00954576323836746,DOWN,pleckstrin and Sec7 domain containing 3
6668,ENSMUSG00000032554,Trf,1.0771496037,3.821915,14.9590337221396,1.098707616891e-4,0.00954576323836746,UP,transferrin
10820,ENSMUSG00000056427,Slit3,0.8429208804,2.6932529,14.9218047440471,1.1206026783043e-4,0.00962146726414862,UP,slit guidance ligand 3
3897,ENSMUSG00000025813,Homer2,-0.5652624612,4.7183755,14.8054275537944,1.191919634599e-4,0.01011445090162374,DOWN,homer scaffolding protein 2
9327,ENSMUSG00000043456,Zfp536,-1.443416426,-0.2485269,14.797599850227,1.1968773755087e-4,0.01011445090162374,DOWN,zinc finger protein 536
12588,ENSMUSG00000084929,Foxo6os,-0.9626255885,1.8287847,14.7933635292656,1.1995691361204e-4,0.01011445090162374,DOWN,"forkhead box O6, opposite strand"
9596,ENSMUSG00000045664,Cdc42ep2,-0.5348488365,3.3856113,14.7325146176771,1.2389118421762e-4,0.01038399860100245,DOWN,CDC42 effector protein (Rho GTPase binding) 2
6165,ENSMUSG00000031448,Adprhl1,-0.4405611192,5.8439575,14.6898894706695,1.267243004437e-4,0.01052609266731238,DOWN,ADP-ribosylhydrolase like 1
11078,ENSMUSG00000059201,Lep,1.8198449215,1.8421197,14.6795055176133,1.2742430246755e-4,0.01052609266731238,UP,leptin
